snap_counts_ce,player_id,non_spike_pass_block_percentage,grades_run_block,franchise_id,pass_block_percent,hurries_allowed,snap_counts_block,snap_counts_run_block,pbe,snap_counts_rg,hits_allowed,sacks_allowed,block_percent,grades_offense,penalties,player,non_spike_pass_block,snap_counts_pass_play,position,grades_pass_block,snap_counts_te,pressures_allowed,snap_counts_rt,team_name,snap_counts_pass_block,player_game_count,snap_counts_offense,declined_penalties,snap_counts_lt,snap_counts_lg
0,38897,100.0,91.8,264,100.0,13,849,451,97.5,0,0,3,100.0,90.3,10,Tyrell Crosby,386,398,T,76.9,3,16,825,OREGON,398,12,849,3,21,0
0,11819,100.0,94.6,347,100.0,6,848,405,98.7,822,3,1,100.0,91.7,3,Taylor Moton,419,443,G,77.5,22,10,2,W MICHIGAN,443,12,848,1,2,0
0,10690,100.0,93.9,199,100.0,9,847,450,98.1,0,1,2,100.0,93.9,3,Cody Whitehair,371,397,T,84.6,0,12,0,KANSAS ST,397,12,847,1,847,0
0,46302,100.0,78.3,347,100.0,12,845,402,97.1,0,8,2,100.0,69.4,14,Chukwuma Okorafor,419,443,T,61.1,0,22,845,W MICHIGAN,443,12,845,3,0,0
0,46271,100.0,60.7,339,100.0,15,843,318,96.7,0,8,5,100.0,61.0,6,Justin Herron,501,525,T,63.7,0,28,0,WAKE,525,12,843,0,843,0
0,46180,100.0,90.3,330,100.0,4,842,404,98.9,1,3,1,100.0,90.3,3,Will Hernandez,422,438,G,86.7,0,8,0,UTEP,438,12,842,1,1,840
0,46815,100.0,85.6,103,100.0,9,841,429,98.3,0,4,0,100.0,80.4,7,Ross Pierschbacher,393,412,G,71.2,0,13,1,ALABAMA,412,12,841,2,12,828
0,10712,100.0,91.9,248,100.0,4,841,397,99.0,0,1,2,100.0,91.5,7,Joe Thuney,431,444,T,91.1,4,7,0,NC STATE,444,12,841,2,808,29
0,10858,100.0,82.2,223,100.0,9,837,436,98.6,473,2,0,100.0,82.1,4,Donavon Clark,380,401,G,79.2,11,11,353,MICH STATE,401,12,837,1,0,0
0,11793,100.0,91.2,346,100.0,6,835,346,98.5,0,6,1,100.0,91.9,4,Forrest Lamp,472,489,T,87.6,0,13,0,W KENTUCKY,489,12,835,0,834,0
832,10729,100.2,83.3,222,100.2,7,832,376,98.8,0,3,0,100.0,78.7,8,Graham Glasgow,432,455,C,74.4,0,10,0,MICHIGAN,456,12,832,0,0,0
0,45547,100.2,85.8,222,100.2,16,832,376,96.3,0,8,4,100.0,80.5,4,Mason Cole,432,455,T,67.0,31,28,0,MICHIGAN,456,12,832,0,797,0
0,46375,100.0,70.4,210,100.0,30,830,357,95.3,0,3,5,100.0,62.6,9,Geron Christian,457,473,T,53.9,2,38,359,LOUISVILLE,473,12,830,2,469,0
0,11789,100.0,74.3,103,100.0,4,830,421,97.4,0,2,7,100.0,73.3,11,Cam Robinson,390,409,T,73.3,1,13,5,ALABAMA,409,12,830,2,824,0
0,11870,100.0,67.8,268,100.0,6,828,433,99.2,0,0,0,100.0,72.4,0,Dorian Johnson,380,395,G,84.1,0,6,0,PITTSBURGH,395,12,828,0,0,828
0,46794,100.0,88.2,115,100.0,5,827,499,98.4,754,5,0,100.0,86.9,5,Braden Smith,316,328,G,80.2,0,10,72,AUBURN,328,12,827,1,0,0
0,11954,100.0,94.2,351,100.0,4,825,434,99.1,0,1,1,100.0,94.3,2,Chase Roullier,369,391,G,87.7,0,6,0,WYOMING,391,12,825,0,0,825
0,39137,100.0,81.5,111,100.0,14,822,430,97.6,820,4,0,100.0,77.5,5,Frank Ragnow,381,392,G,65.3,0,18,0,ARKANSAS,392,12,822,1,0,2
0,10827,100.0,91.6,111,100.0,6,822,430,97.9,2,4,3,100.0,90.2,2,Sebastian Tretola,381,392,G,75.0,0,13,0,ARKANSAS,392,12,822,0,0,820
0,11967,100.0,70.5,327,100.0,17,821,479,94.8,0,5,6,100.0,71.8,4,Kofi Amichia,327,342,T,63.4,8,28,0,USF,342,12,821,1,812,0
0,11818,100.0,77.4,306,100.0,7,819,403,97.8,0,6,2,100.0,77.4,4,Dion Dawkins,385,416,T,70.9,0,15,0,TEMPLE,416,12,819,2,819,0
815,10882,100.0,94.6,192,100.0,10,815,431,97.8,0,2,2,100.0,93.9,2,Austin Blythe,359,384,C,76.2,0,14,0,IOWA,384,12,815,0,0,0
0,10662,100.0,97.0,300,100.0,4,815,476,97.3,0,7,3,100.0,96.1,2,Joshua Garnett,317,339,G,77.4,0,14,0,STANFORD,339,12,815,0,0,815
814,10849,100.0,89.9,305,100.0,3,814,343,99.7,0,0,0,100.0,90.2,5,Joey Hunt,444,471,C,91.3,0,3,0,TCU,471,10,814,0,0,0
0,46854,100.0,74.0,268,100.0,18,814,424,96.1,0,1,5,100.0,75.6,3,Brian O'Neill,375,390,T,74.6,3,24,686,PITTSBURGH,390,12,814,0,125,0
0,11933,100.0,75.9,220,100.0,20,813,360,97.0,720,2,2,100.0,71.0,2,Danny Isidora,433,453,G,55.9,0,24,80,MIAMI FL,453,12,813,0,0,13
0,10713,100.0,94.4,265,100.0,4,807,402,99.5,618,0,0,100.0,94.0,4,Isaac Seumalo,382,405,G,92.6,1,4,0,OREGON ST,405,12,807,0,187,0
0,10755,100.0,70.9,347,100.0,24,803,380,94.6,0,9,5,100.0,57.6,7,Willie Beavers,400,423,T,31.4,1,38,0,W MICHIGAN,423,12,803,1,802,0
0,10808,100.0,64.0,226,100.0,12,802,322,97.9,0,3,2,100.0,67.2,3,Fahn Cooper,456,480,T,67.2,4,17,349,OLE MISS,480,12,802,0,449,0
0,10778,100.0,78.7,229,100.0,15,795,342,97.1,1,2,4,100.0,78.3,4,Connor McGovern,430,453,T,74.4,1,21,0,MISSOURI,453,12,795,1,793,0
0,46275,100.0,90.4,258,100.0,15,794,379,97.8,0,2,0,100.0,88.6,4,Mike McGlinchey,391,415,T,78.3,1,17,793,NOTRE DAME,415,12,794,0,0,0
0,46795,100.0,80.4,260,100.0,8,794,454,98.2,0,2,1,100.0,79.5,4,Billy Price,326,340,G,72.6,0,11,0,OHIO STATE,340,12,794,0,0,794
0,11877,100.0,81.2,284,100.0,6,794,541,98.0,0,2,1,100.0,82.7,1,Nico Siragusa,247,253,G,76.0,0,9,0,S DIEGO ST,253,12,794,0,0,794
0,11840,100.2,68.7,318,100.2,2,792,333,98.7,0,3,3,100.0,74.8,7,Antonio Garcia,440,458,T,89.1,1,8,1,TROY,459,12,792,1,790,0
0,10650,100.0,86.5,260,100.0,9,790,449,97.6,0,3,2,100.0,86.4,4,Taylor Decker,327,341,T,77.2,4,14,0,OHIO STATE,341,12,790,2,786,0
0,18332,100.0,76.2,208,100.0,12,790,316,98.1,776,3,1,100.0,73.1,7,Josh Robinson,452,474,G,69.9,13,16,0,LA TECH,474,12,790,2,1,0
14,11825,100.0,88.0,260,100.0,5,786,447,98.8,771,1,1,100.0,87.3,2,Pat Elflein,325,339,G,82.4,0,7,0,OHIO STATE,339,12,786,0,0,1
785,10652,100.0,77.5,103,100.0,2,785,395,99.3,0,3,0,100.0,81.5,0,Ryan Kelly,371,390,C,85.4,0,5,0,ALABAMA,390,12,785,0,0,0
0,10834,99.7,88.6,300,99.7,7,784,451,97.4,0,3,3,99.9,89.4,3,Kyle Murphy,311,334,T,82.5,5,13,0,STANFORD,333,12,785,1,779,0
782,10684,100.0,89.0,258,100.0,5,782,369,99.4,0,0,0,100.0,86.9,7,Nick Martin,389,413,C,85.0,0,5,0,NOTRE DAME,413,12,782,1,0,0
0,10640,100.0,87.4,258,100.0,6,780,367,97.9,0,4,3,100.0,86.5,10,Ronnie Stanley,389,413,T,87.7,1,13,0,NOTRE DAME,413,12,780,2,779,0
0,10792,100.0,73.9,289,100.0,6,780,369,99.1,0,1,0,99.9,76.9,7,Brandon Shell,396,411,T,86.4,3,7,0,S CAROLINA,411,12,781,0,778,0
0,11915,100.0,87.4,167,100.0,10,773,361,97.8,0,5,1,100.0,81.3,9,Roderick Johnson,393,412,T,70.9,0,16,0,FLORIDA ST,412,12,773,1,773,0
0,46673,100.0,96.5,108,100.0,6,769,473,98.6,407,2,0,100.0,96.1,4,Colby Gossett,277,296,G,79.2,10,8,352,APP STATE,296,12,769,0,0,0
0,46216,100.0,76.5,311,100.0,14,768,424,97.6,0,2,0,100.0,81.6,5,Connor Williams,329,344,T,84.5,17,16,0,TEXAS,344,12,768,0,751,0
761,10762,100.0,77.0,229,100.0,14,761,326,97.7,0,1,2,100.0,75.0,2,Evan Boehm,414,435,C,64.9,0,17,0,MISSOURI,435,12,761,1,0,0
0,10710,100.0,84.2,115,100.0,8,760,455,98.0,0,0,2,100.0,88.6,2,Shon Coleman,294,305,T,81.4,102,10,0,AUBURN,305,11,760,1,655,0
196,46104,100.0,84.2,223,100.0,16,756,394,96.8,0,2,2,100.0,80.5,2,Brian Allen,345,362,G,59.2,0,20,0,MICH STATE,362,12,756,1,0,560
0,10779,100.0,80.7,173,100.0,10,743,417,97.3,0,1,3,100.0,80.3,5,John Theus,317,326,T,73.3,1,14,248,GEORGIA,326,12,743,1,494,0
0,10868,100.0,83.9,211,100.0,18,734,432,96.5,0,0,1,100.0,79.8,11,Vadal Alexander,286,302,T,68.6,0,19,642,LSU,302,11,734,2,92,0
734,11813,100.0,76.0,211,100.0,9,734,432,97.9,0,1,1,100.0,76.6,6,Ethan Pocic,286,302,C,76.8,0,11,0,LSU,302,11,734,2,0,0
0,11966,100.0,85.3,324,100.0,13,729,328,97.5,0,2,2,100.0,81.7,6,Conor McDermott,384,401,T,76.6,1,17,1,UCLA,401,11,729,0,727,0
0,39386,100.0,90.7,211,100.0,7,729,429,98.2,636,3,0,100.0,90.2,3,Will Clapp,284,300,G,82.0,0,10,0,LSU,300,11,729,0,0,93
0,46048,100.0,90.1,173,100.0,4,728,401,98.4,0,2,2,100.0,89.2,5,Isaiah Wynn,318,327,G,90.8,3,8,0,GEORGIA,327,12,728,0,248,477
0,11955,100.0,82.7,268,100.0,7,704,360,97.9,0,3,2,100.0,82.8,5,Adam Bisnowaty,334,344,T,77.4,1,12,0,PITTSBURGH,344,11,704,1,703,0
0,11884,100.0,63.9,163,100.0,20,702,322,95.9,0,6,2,100.0,61.5,6,David Sharpe,366,380,T,58.9,8,28,0,FLORIDA,380,12,702,1,690,2
0,10798,100.0,64.8,305,100.0,11,697,301,97.6,0,5,1,100.0,70.0,2,Halapoulivaati Vaitai,372,396,T,75.0,10,17,0,TCU,396,11,697,0,685,0
0,10642,100.0,90.2,223,100.0,5,683,354,98.4,0,3,1,100.0,91.7,2,Jack Conklin,310,329,T,88.2,12,9,0,MICH STATE,329,10,683,0,661,10
0,11965,100.0,72.9,227,100.0,15,679,271,96.5,0,3,5,100.0,74.0,2,Justin Senior,397,408,T,69.9,3,23,676,MISS STATE,408,11,679,0,0,0
0,46692,100.0,69.8,121,100.0,17,677,387,95.7,674,2,2,100.0,65.0,2,Chris Lindstrom,269,290,G,42.3,0,21,0,BOSTON COL,290,12,677,0,0,0
0,11945,100.0,67.0,328,100.0,11,676,368,97.6,0,1,1,100.0,68.1,5,Sam Tevi,289,308,T,66.4,0,13,0,UTAH,308,12,676,1,676,0
0,10785,100.0,78.4,341,100.0,12,674,157,97.9,0,3,3,100.0,83.2,6,Joe Dahl,501,517,T,90.5,0,18,0,WASH STATE,517,8,674,0,674,0
0,12954,100.0,84.8,258,100.0,5,672,327,98.5,0,1,2,100.0,83.6,2,Quenton Nelson,328,345,G,78.7,0,8,0,NOTRE DAME,345,11,672,1,0,672
0,29244,100.0,62.9,339,100.0,29,666,253,93.1,0,3,11,100.0,52.2,2,Phil Haynes,394,413,T,41.9,0,43,665,WAKE,413,12,666,0,0,0
0,11892,100.0,91.0,326,100.0,6,664,322,98.5,0,2,1,100.0,87.6,11,Zach Banner,325,342,T,85.7,0,9,588,USC,342,12,664,0,76,0
0,46808,100.0,72.3,136,100.0,10,653,343,96.4,649,6,3,100.0,67.9,2,Nate Davis,302,310,G,40.3,0,19,4,CHARLOTTE,310,12,653,0,0,0
0,45376,100.0,77.2,261,100.0,15,623,313,96.8,0,2,1,100.0,75.0,2,Dru Samia,300,310,T,64.1,0,18,623,OKLAHOMA,310,10,623,0,0,0
0,10757,100.0,80.4,211,100.0,5,593,384,95.7,0,4,4,100.0,82.0,5,Jerald Hawkins,197,209,T,75.2,23,13,0,LSU,209,10,593,2,570,0
0,46087,100.0,80.5,190,100.0,3,570,308,99.4,0,0,0,100.0,81.2,0,Wes Martin,252,262,G,79.3,0,3,0,INDIANA,262,10,570,0,0,570
0,10731,100.0,74.7,120,100.0,6,563,248,98.2,0,3,1,100.0,79.4,1,Rees Odhiambo,304,315,T,78.0,6,10,0,BOISE ST,315,8,563,0,557,0
0,47013,100.0,86.5,324,100.0,17,545,230,96.5,0,2,1,100.0,82.2,3,Kolton Miller,296,315,T,70.4,12,20,312,UCLA,315,10,545,0,220,0
0,46040,100.0,65.3,226,100.0,13,517,212,96.9,76,3,1,100.0,62.8,2,Javon Patterson,293,305,G,55.6,0,17,0,OLE MISS,305,11,517,0,0,441
0,11891,100.0,87.1,265,100.0,7,472,252,96.4,0,0,4,100.0,82.4,6,Sean Harlow,209,220,T,76.9,5,11,0,OREGON ST,220,7,472,1,467,0
0,46912,100.0,69.0,340,100.0,16,455,215,95.7,0,0,2,100.0,67.0,2,Kaleb McGary,235,240,T,59.1,8,18,447,WASHINGTON,240,10,455,0,0,0
0,46647,100.0,63.8,305,100.0,8,431,196,97.0,119,1,2,100.0,68.3,1,Matt Pryor,220,235,G,72.3,0,11,311,TCU,235,10,431,0,0,0
0,46297,100.0,55.3,343,100.0,9,430,207,95.9,0,2,3,100.0,55.1,4,Yodny Cajuste,209,223,T,63.4,0,14,0,W VIRGINIA,223,6,430,1,430,0
0,46298,100.0,77.4,227,100.0,10,398,167,96.9,0,2,1,100.0,71.0,3,Elgton Jenkins,227,231,T,61.1,0,13,169,MISS STATE,231,10,398,0,229,0
0,46614,100.0,71.1,202,100.0,8,372,158,97.0,0,0,2,100.0,70.6,3,George Asafo-Adjei,198,214,T,66.8,0,10,372,KENTUCKY,214,11,372,0,0,0
0,10647,100.0,90.7,226,100.0,4,363,158,99.0,0,0,0,100.0,90.4,4,Laremy Tunsil,196,205,T,82.7,1,4,0,OLE MISS,205,5,363,0,362,0
23,46883,100.0,65.0,339,100.0,9,311,124,94.6,118,4,3,100.0,54.3,2,Ryan Anderson,177,187,T,35.4,0,16,170,WAKE,187,7,311,1,0,0
0,38935,100.0,61.6,110,100.0,4,307,160,97.9,0,0,1,100.0,67.3,1,Sam Jones,143,147,T,78.3,14,5,128,ARIZONA ST,147,10,307,1,162,3
0,46232,100.0,64.2,326,100.0,12,293,144,93.7,0,0,3,100.0,58.1,2,Chuma Edoga,144,149,T,43.1,0,15,293,USC,149,12,293,1,0,0
251,10700,100.0,88.1,326,100.0,0,251,99,99.3,0,0,1,100.0,88.8,3,Max Tuerk,145,152,C,87.6,0,1,0,USC,152,5,251,0,0,0
0,45576,100.0,79.1,192,100.0,4,236,138,95.7,19,2,1,100.0,74.6,2,James Daniels,93,98,G,51.6,0,7,31,IOWA,98,7,236,1,0,186
0,38951,100.0,54.5,333,100.0,15,233,97,92.3,0,3,1,100.0,42.0,1,Justin Skule,130,136,T,27.5,1,19,232,VANDERBILT,136,6,233,0,0,0
0,46978,100.0,66.1,328,100.0,4,223,111,97.6,0,1,0,100.0,71.8,3,Jackson Barton,106,112,T,81.8,0,5,4,UTAH,112,10,223,0,219,0
0,29250,100.0,51.3,341,100.0,10,195,34,94.6,0,1,3,100.0,57.0,2,Andre Dillard,156,161,T,62.6,0,14,0,WASH STATE,161,3,195,0,195,0
0,46195,100.0,56.7,226,100.0,6,186,52,95.7,186,3,1,100.0,51.4,0,Rod Taylor,129,134,G,26.1,0,10,0,OLE MISS,134,9,186,0,0,0
0,38555,100.0,84.6,138,100.0,0,75,55,100.0,0,0,0,100.0,89.7,0,Korey Cunningham,19,20,T,84.8,0,0,0,CINCINNATI,20,4,75,0,75,0
3,27934,100.0,71.6,103,100.0,0,71,46,100.0,61,0,0,100.0,74.0,1,Bradley Bozeman,24,25,G,84.4,0,0,0,ALABAMA,25,8,71,0,0,7
44,39268,100.0,58.3,187,100.0,0,56,24,100.0,0,0,0,100.0,64.2,0,Nick Allegretti,31,32,C,84.0,0,0,0,ILLINOIS,32,4,56,0,0,12
0,46226,100.0,82.4,260,100.0,0,51,36,100.0,0,0,0,100.0,86.4,0,Jamarco Jones,14,15,T,78.7,0,0,20,OHIO STATE,15,7,51,0,31,0
0,11914,100.0,71.2,312,100.0,2,49,30,94.1,49,0,0,100.0,71.2,0,Jermaine Eluemunor,17,19,G,65.6,0,2,0,TEXAS A&M,19,3,49,0,0,0
0,46013,100.0,82.4,248,100.0,0,36,27,100.0,1,0,0,100.0,83.4,0,Garrett Bradbury,9,9,G,77.2,0,0,0,NC STATE,9,3,36,0,0,35
0,47019,100.0,49.9,260,100.0,0,35,28,100.0,0,0,0,100.0,52.2,0,Isaiah Prince,7,7,T,75.2,0,0,27,OHIO STATE,7,5,35,0,8,0
0,46335,100.0,91.4,215,100.0,0,27,13,92.3,0,0,1,100.0,82.9,0,Derwin Gray,13,14,T,41.1,0,1,27,MARYLAND,14,2,27,0,0,0
0,46618,,80.8,173,,0,12,12,,12,0,0,100.0,82.1,0,Lamont Gaillard,0,0,G,,0,0,0,GEORGIA,0,2,12,0,0,0
0,37029,,56.4,111,,0,6,6,,0,0,0,100.0,56.6,0,Josh Allen,0,0,G,,0,0,0,ARKANSAS,0,2,6,0,0,3
0,29250,100.0,76.2,341,100.0,14,996,289,97.7,0,3,7,100.0,81.7,13,Andre Dillard,665,707,T,93.1,0,24,0,WASH STATE,707,12,996,0,996,0
967,11998,100.0,68.2,118,100.0,3,967,476,99.2,0,2,1,100.0,66.8,15,Kyle Fuller,465,491,C,84.1,0,6,0,BAYLOR,491,12,967,1,0,0
0,46961,100.0,73.3,254,100.0,4,966,524,99.3,0,2,0,100.0,77.9,6,Max Scharping,428,442,T,87.2,0,6,966,N ILLINOIS,442,12,966,0,0,0
0,46216,100.0,90.1,311,100.0,3,956,511,99.4,0,0,1,100.0,91.3,3,Connor Williams,421,445,T,87.1,17,4,0,TEXAS,445,11,956,0,939,0
0,46953,100.0,75.4,341,100.0,6,955,269,99.0,0,3,2,100.0,86.3,10,Cole Madison,644,686,T,93.5,0,11,954,WASH STATE,686,12,955,1,0,0
0,26634,100.0,58.7,182,100.0,16,947,374,97.3,0,4,5,100.0,66.6,3,Josh Jones,552,573,T,73.2,0,25,0,HOUSTON,573,12,947,1,947,0
0,46087,100.0,69.7,190,100.0,7,946,481,98.3,0,4,2,100.0,73.3,3,Wes Martin,447,465,G,82.7,0,13,0,INDIANA,465,12,946,1,0,944
0,46647,100.0,65.0,305,100.0,9,937,374,98.4,935,4,2,100.0,68.0,4,Matt Pryor,536,563,G,80.6,0,15,0,TCU,563,12,937,1,0,1
0,11919,100.0,81.0,328,100.0,8,923,459,98.1,0,2,3,100.0,77.9,7,Isaac Asiata,430,464,G,76.5,0,13,0,UTAH,464,12,923,0,0,923
0,11965,99.8,81.0,227,99.8,10,912,470,98.0,0,1,3,99.9,82.5,7,Justin Senior,417,443,T,83.0,0,14,912,MISS STATE,442,12,913,0,0,0
900,28148,100.0,73.9,264,100.0,11,900,427,98.7,0,1,0,100.0,74.6,4,Jake Hanson,455,473,C,78.3,0,12,0,OREGON,473,12,900,0,0,0
894,11954,100.0,84.2,351,100.0,7,894,486,98.9,0,1,0,100.0,84.5,1,Chase Roullier,379,408,C,78.8,0,8,0,WYOMING,408,12,894,0,0,0
127,46040,100.0,57.6,226,100.0,14,892,305,98.2,0,2,2,100.0,65.3,1,Javon Patterson,558,587,G,78.4,0,18,0,OLE MISS,587,12,892,0,0,765
0,45419,99.8,53.1,198,99.8,30,882,324,95.9,0,4,5,99.9,54.9,5,Hakeem Adeniji,536,559,T,59.7,0,39,248,KANSAS,558,12,883,2,632,0
0,11775,100.0,91.7,328,100.0,14,881,441,97.4,0,1,3,100.0,84.8,14,Garett Bolles,409,440,T,74.2,0,18,0,UTAH,440,12,881,1,881,0
817,39137,100.0,93.5,111,100.0,8,881,434,98.7,64,3,0,100.0,92.8,3,Frank Ragnow,419,447,C,83.8,0,11,0,ARKANSAS,447,12,881,0,0,0
0,47019,100.0,73.1,260,100.0,31,879,453,94.1,0,5,6,100.0,63.2,8,Isaiah Prince,405,426,T,45.9,0,42,867,OHIO STATE,426,12,879,1,12,0
0,28021,100.0,73.5,260,100.0,20,879,451,95.7,0,1,7,100.0,71.5,3,Michael Jordan,407,428,G,64.3,0,28,0,OHIO STATE,428,12,879,1,0,879
0,11915,100.0,73.6,167,100.0,8,873,408,98.3,0,3,2,100.0,78.4,8,Roderick Johnson,438,465,T,84.0,7,13,0,FLORIDA ST,465,12,873,2,866,0
0,46795,100.0,80.4,260,100.0,13,873,449,97.9,873,2,1,100.0,78.1,7,Billy Price,403,424,G,77.9,0,16,0,OHIO STATE,424,12,873,0,0,0
0,38555,99.6,57.6,138,99.6,13,872,356,97.4,0,1,6,99.8,67.2,3,Korey Cunningham,502,518,T,77.3,0,20,872,CINCINNATI,516,12,874,1,0,0
0,46302,100.0,81.7,347,100.0,13,872,503,96.5,0,4,4,100.0,79.8,7,Chukwuma Okorafor,353,369,T,69.2,1,21,0,W MICHIGAN,369,12,872,1,871,0
0,46226,100.0,78.6,260,100.0,15,869,446,97.3,0,5,1,100.0,78.2,5,Jamarco Jones,402,423,T,73.8,5,21,0,OHIO STATE,423,12,869,0,864,0
0,11819,99.7,82.4,347,99.7,5,867,498,99.0,0,2,0,99.9,84.5,5,Taylor Moton,353,370,T,81.9,13,7,855,W MICHIGAN,369,12,868,1,0,0
0,11966,100.0,75.0,324,100.0,9,865,302,98.1,0,7,2,100.0,79.6,4,Conor McDermott,535,563,T,82.2,0,18,0,UCLA,563,12,865,0,865,0
0,46227,100.0,76.2,261,100.0,3,863,461,99.1,0,2,1,100.0,83.1,7,Orlando Brown Jr.,384,402,T,93.9,0,6,1,OKLAHOMA,402,12,863,0,862,0
862,23918,100.0,63.1,324,100.0,17,862,300,97.8,0,2,2,100.0,68.3,2,Scott Quessenberry,534,562,C,78.4,0,21,0,UCLA,562,12,862,0,0,0
859,37347,100.0,69.8,312,100.0,4,859,386,99.4,0,1,0,100.0,71.0,3,Erik McCoy,454,473,C,69.7,0,5,0,TEXAS A&M,473,12,859,1,0,0
0,46375,99.8,65.8,210,99.8,23,859,360,96.3,0,4,4,99.9,64.8,7,Geron Christian,478,500,T,65.1,11,31,324,LOUISVILLE,499,12,860,1,525,0
646,38554,100.0,83.6,349,100.0,8,858,528,97.7,0,5,1,100.0,83.2,1,Michael Deiter,323,330,C,71.3,0,14,0,WISCONSIN,330,12,858,0,0,212
857,11825,100.0,90.2,260,100.0,11,857,441,97.8,0,2,2,100.0,84.3,6,Pat Elflein,395,416,C,67.7,0,15,0,OHIO STATE,416,12,857,1,0,0
0,46290,100.0,78.7,239,100.0,6,856,426,99.0,0,2,0,100.0,83.3,5,Austin Corbett,398,430,T,89.8,4,8,0,NEVADA,430,12,856,0,852,0
0,11787,100.0,90.3,349,100.0,7,853,523,98.5,0,3,0,100.0,91.5,2,Ryan Ramczyk,323,330,T,85.9,0,10,0,WISCONSIN,330,12,853,0,853,0
0,46139,100.0,70.8,207,100.0,7,853,471,97.8,0,1,4,100.0,69.6,8,Robert Hunt,362,382,G,74.6,0,12,0,LA LAFAYET,382,12,853,0,0,853
0,11840,100.0,63.9,318,100.0,6,848,386,99.3,0,0,0,100.0,71.2,9,Antonio Garcia,432,462,T,91.9,4,6,0,TROY,462,12,848,1,844,0
0,46673,100.0,85.7,108,100.0,5,848,497,98.8,678,1,1,100.0,83.9,6,Colby Gossett,332,351,G,80.4,1,7,167,APP STATE,351,12,848,0,0,0
0,38951,99.7,62.3,333,99.8,14,836,424,96.1,0,6,5,100.0,66.9,5,Justin Skule,387,413,T,68.1,4,25,822,VANDERBILT,412,12,836,2,10,0
0,11912,99.5,84.4,333,99.5,11,832,421,96.2,0,8,5,99.9,79.1,2,Will Holden,386,413,T,59.6,11,24,2,VANDERBILT,411,12,833,0,820,0
0,11967,100.0,65.6,327,100.0,6,832,454,98.5,0,1,2,100.0,71.3,4,Kofi Amichia,366,378,T,81.3,0,9,0,USF,378,12,832,0,832,0
0,41651,100.0,76.9,103,100.0,4,830,406,98.2,0,3,4,100.0,78.1,5,Jonah Williams,409,424,T,77.0,1,11,825,ALABAMA,424,12,830,0,4,0
0,46275,100.0,85.8,258,100.2,13,827,370,97.8,0,2,2,100.0,80.9,12,Mike McGlinchey,438,456,T,78.7,0,17,0,NOTRE DAME,457,12,827,1,827,0
0,11955,100.0,76.0,268,100.0,7,827,460,98.5,0,1,1,100.0,77.2,5,Adam Bisnowaty,340,367,T,77.3,2,9,27,PITTSBURGH,367,12,827,1,796,2
0,12954,100.0,86.2,258,100.2,10,826,369,98.7,0,1,0,100.0,85.4,4,Quenton Nelson,438,456,G,86.2,0,11,0,NOTRE DAME,457,12,826,0,0,826
822,27934,100.0,76.1,103,100.0,5,826,402,99.4,4,0,0,100.0,79.9,0,Bradley Bozeman,409,424,C,81.7,0,5,0,ALABAMA,424,12,826,0,0,0
181,46104,100.0,86.7,223,100.0,7,825,387,98.6,339,1,2,100.0,86.4,1,Brian Allen,415,438,G,81.9,0,10,0,MICH STATE,438,12,825,0,0,305
0,47008,100.0,87.4,199,100.0,8,823,461,98.4,0,1,1,100.0,89.1,5,Dalton Risner,342,362,T,85.3,0,10,823,KANSAS ST,362,12,823,0,0,0
0,44959,100.0,89.3,111,100.0,10,820,397,96.9,0,9,3,100.0,83.1,2,Hjalte Froholdt,397,423,G,55.3,0,22,0,ARKANSAS,423,12,820,0,0,820
0,46883,100.0,75.0,339,100.0,18,819,410,96.0,0,3,5,100.0,71.8,7,Ryan Anderson,388,409,T,70.1,5,26,814,WAKE,409,12,819,0,0,0
0,11818,100.0,70.7,306,100.0,5,818,439,98.5,0,2,2,100.0,76.8,5,Dion Dawkins,363,379,T,87.9,0,9,0,TEMPLE,379,12,818,0,818,0
0,11870,100.0,74.8,268,100.0,5,815,452,99.0,0,0,1,100.0,77.9,1,Dorian Johnson,337,363,G,88.8,0,6,0,PITTSBURGH,363,12,815,0,0,815
0,46179,99.8,61.1,146,99.8,19,815,303,97.7,0,2,1,100.0,69.3,2,Matt Peart,495,513,T,77.3,11,22,2,UCONN,512,12,815,0,801,0
