snap_counts_ce,player_id,non_spike_pass_block_percentage,grades_run_block,franchise_id,pass_block_percent,hurries_allowed,snap_counts_block,snap_counts_run_block,pbe,snap_counts_rg,hits_allowed,sacks_allowed,block_percent,grades_offense,penalties,player,non_spike_pass_block,snap_counts_pass_play,position,grades_pass_block,snap_counts_te,pressures_allowed,snap_counts_rt,team_name,snap_counts_pass_block,player_game_count,snap_counts_offense,declined_penalties,snap_counts_lt,snap_counts_lg
0,60063,100.0,64.6,289,100.0,18,646,279,96.2,0,3,3,100.0,63.2,3,Dennis Daley,355,367,T,60.9,0,24,0,S CAROLINA,367,11,646,0,645,0
0,59820,100.0,67.7,211,100.0,15,644,383,95.6,95,1,3,100.0,66.9,2,Saahdiq Charles,250,261,T,60.7,27,19,68,LSU,261,11,644,0,441,13
0,41482,100.0,63.2,261,100.0,2,634,302,99.7,123,0,0,100.0,70.2,0,Ben Powers,321,332,G,91.4,0,2,0,OKLAHOMA,332,12,634,0,0,511
0,46229,99.7,62.2,136,99.7,10,633,316,97.0,0,4,2,99.8,63.6,5,Cameron Clark,296,318,T,72.8,2,16,7,CHARLOTTE,317,12,634,0,624,0
0,47004,100.0,71.4,305,100.0,13,632,316,97.7,0,1,0,100.0,77.2,1,Lucas Niang,301,316,T,78.5,1,14,631,TCU,316,12,632,0,0,0
0,26634,100.0,75.0,182,100.0,8,630,278,97.9,0,4,1,100.0,76.9,4,Josh Jones,333,352,T,77.9,0,13,16,HOUSTON,352,9,630,0,614,0
0,46815,100.0,72.1,103,100.0,3,620,326,98.2,0,3,2,100.0,73.9,1,Ross Pierschbacher,282,294,G,70.6,0,8,0,ALABAMA,294,11,620,0,0,620
0,40470,100.0,57.9,319,100.0,12,594,353,96.2,0,1,2,100.0,62.3,3,Tyler Johnson,225,241,T,66.6,0,15,28,TULANE,241,11,594,0,566,0
0,46232,100.0,78.2,326,100.0,2,541,273,98.5,0,0,3,100.0,76.9,11,Chuma Edoga,259,268,T,83.8,0,5,540,USC,268,10,541,0,1,0
0,46333,100.0,71.7,227,100.0,13,539,305,95.5,0,3,2,100.0,70.5,4,Martinas Rankin,221,234,T,62.0,0,18,0,MISS STATE,234,9,539,0,539,0
0,41471,100.0,67.9,173,100.0,5,512,331,96.3,511,4,2,100.0,65.2,4,Solomon Kindley,174,181,G,61.0,0,11,0,GEORGIA,181,11,512,0,0,0
0,46614,100.0,68.6,202,100.0,7,500,271,98.1,67,1,0,100.0,73.4,0,George Asafo-Adjei,216,229,T,76.4,0,8,421,KENTUCKY,229,12,500,0,12,0
415,39137,100.0,90.8,111,100.0,3,488,232,99.4,73,0,0,100.0,90.3,3,Frank Ragnow,239,256,C,86.3,0,3,0,ARKANSAS,256,7,488,0,0,0
0,64818,100.0,62.7,192,100.0,10,473,245,95.9,0,2,3,100.0,57.8,4,Tristan Wirfs,221,228,T,54.2,0,15,469,IOWA,228,9,473,0,4,0
0,46773,99.6,53.6,190,99.6,7,405,122,97.8,406,1,2,99.8,57.1,1,Simon Stepaniak,268,284,G,55.5,0,10,0,INDIANA,283,6,406,0,0,0
0,39805,100.0,63.4,261,100.0,4,336,161,98.8,24,0,0,100.0,67.4,1,Cody Ford,168,175,G,85.9,0,4,3,OKLAHOMA,175,10,336,0,0,309
0,46216,100.0,83.4,311,100.0,7,332,135,98.1,0,0,0,100.0,81.2,4,Connor Williams,182,197,T,78.8,0,7,0,TEXAS,197,5,332,1,332,0
205,37070,100.0,67.6,278,100.0,8,274,119,97.3,65,0,0,100.0,67.8,1,Jonah Jackson,146,155,G,66.9,0,8,0,RUTGERS,155,6,274,0,0,4
0,41715,100.0,64.9,140,100.0,1,265,135,98.0,0,2,1,100.0,67.4,1,John Simpson,124,130,G,72.9,0,4,0,CLEMSON,130,11,265,0,19,246
0,59857,100.0,50.4,222,100.0,3,243,131,96.7,225,0,2,100.0,55.0,0,Cesar Ruiz,107,112,T,65.7,12,5,0,MICHIGAN,112,8,243,0,0,6
0,60816,100.0,53.0,326,100.0,1,174,85,98.3,0,0,1,100.0,51.7,2,Austin Jackson,87,89,T,61.2,0,2,87,USC,89,6,174,0,87,0
0,59812,100.0,55.7,209,100.0,7,161,50,95.2,0,1,1,100.0,57.0,0,Brandon Jones,105,111,G,52.1,0,9,0,LA MONROE,111,10,161,0,0,161
0,58467,100.0,79.7,103,100.0,0,116,83,100.0,0,0,0,100.0,84.7,1,Jedrick Wills Jr.,33,33,T,82.8,0,0,116,ALABAMA,33,9,116,0,0,0
24,41924,100.0,74.4,211,100.0,0,99,63,98.6,7,1,0,100.0,76.7,0,Lloyd Cushenberry III,35,36,C,75.3,0,1,0,LSU,36,6,99,0,0,68
0,41350,,60.0,101,100.0,0,4,3,,0,0,0,100.0,60.0,0,Austin Cutting,0,1,T,61.9,0,0,0,AIR FORCE,1,2,4,0,0,0
0,47019,100.0,81.7,260,100.0,13,943,410,98.0,0,3,2,100.0,75.6,13,Isaiah Prince,501,533,T,70.7,1,18,942,OHIO STATE,533,12,943,6,0,0
943,28021,100.0,62.7,260,100.0,10,943,410,99.0,0,0,0,100.0,67.6,3,Michael Jordan,501,533,C,78.1,0,10,0,OHIO STATE,533,12,943,0,0,0
0,46087,100.0,74.2,190,100.0,8,932,348,98.5,0,4,2,100.0,76.7,3,Wes Martin,538,584,G,83.6,0,14,0,INDIANA,584,12,932,0,0,932
0,47339,100.0,67.4,117,100.0,20,931,367,97.6,0,2,2,100.0,74.8,3,Danny Pinter,535,564,T,81.5,0,24,927,BALL ST,564,12,931,0,0,1
0,29250,100.0,71.6,341,100.0,8,922,229,99.1,0,2,1,100.0,83.1,4,Andre Dillard,668,693,T,92.0,5,11,0,WASH STATE,693,12,922,1,913,0
792,46883,100.0,64.4,339,100.0,5,921,456,99.1,125,1,1,100.0,72.0,1,Ryan Anderson,445,465,C,88.5,0,7,0,WAKE,465,12,921,1,0,4
912,46013,100.0,84.0,248,100.0,10,912,416,98.6,0,1,1,99.9,84.7,4,Garrett Bradbury,475,496,C,85.6,0,12,0,NC STATE,496,12,913,0,0,0
0,26634,100.0,63.3,182,100.0,7,904,395,98.8,0,0,2,100.0,72.5,6,Josh Jones,474,509,T,88.1,0,9,5,HOUSTON,509,12,904,0,899,0
0,29244,100.0,65.5,339,100.0,11,898,441,98.3,0,0,2,100.0,68.0,3,Phil Haynes,437,457,G,75.2,0,13,0,WAKE,457,12,898,0,0,898
0,81532,100.0,74.4,211,100.0,6,897,456,98.9,897,1,1,100.0,75.7,6,Damien Lewis,413,441,G,80.3,0,8,0,LSU,441,12,897,2,0,0
892,41924,100.0,68.0,211,100.0,6,892,452,98.9,0,1,1,100.0,73.8,0,Lloyd Cushenberry III,412,440,C,84.1,0,8,0,LSU,440,12,892,0,0,0
888,37347,100.0,70.5,312,100.0,3,888,408,99.2,0,4,0,100.0,73.1,1,Erik McCoy,440,480,C,75.5,0,7,0,TEXAS A&M,480,12,888,0,0,0
0,41973,100.0,80.7,120,100.0,6,887,392,98.5,0,4,2,100.0,84.4,4,Ezra Cleveland,481,495,T,83.8,1,12,0,BOISE ST,495,12,887,0,886,0
0,46961,100.0,72.2,254,100.0,10,879,452,98.5,0,0,1,100.0,81.9,1,Max Scharping,406,427,T,89.9,12,11,0,N ILLINOIS,427,12,879,0,867,0
0,46773,100.0,61.5,190,100.0,19,878,328,97.1,878,6,2,100.0,60.3,6,Simon Stepaniak,508,550,G,56.9,0,27,0,INDIANA,550,12,878,1,0,0
0,28149,100.0,84.8,264,100.0,9,872,420,98.5,0,0,2,100.0,83.6,3,Shane Lemieux,426,452,G,77.3,0,11,0,OREGON,452,12,872,0,0,872
0,46282,100.0,66.2,265,100.0,13,871,378,95.7,0,6,11,100.0,71.0,1,Blake Brandel,477,493,T,72.6,0,30,0,OREGON ST,493,12,871,0,871,0
0,46692,100.0,70.7,121,100.0,4,864,493,99.4,862,0,0,100.0,75.9,1,Chris Lindstrom,363,371,G,91.6,0,4,2,BOSTON COL,371,12,864,0,0,0
0,46040,100.0,56.8,226,100.0,8,856,332,99.1,0,1,0,100.0,65.2,2,Javon Patterson,493,524,G,86.9,0,9,0,OLE MISS,524,12,856,0,0,856
0,46179,100.0,70.7,146,100.0,13,853,429,97.4,0,4,2,100.0,68.1,11,Matt Peart,400,424,T,75.5,4,19,845,UCONN,424,12,853,0,0,3
7,27124,100.0,83.3,218,100.0,6,849,450,98.9,842,0,1,100.0,83.8,3,Dustin Woodard,372,399,G,89.7,0,7,0,MEMPHIS,399,12,849,0,0,0
0,46978,100.0,60.7,328,100.0,8,846,428,98.7,0,0,1,100.0,69.5,2,Jackson Barton,395,418,T,84.3,0,9,0,UTAH,418,12,846,0,844,0
8,39268,100.0,73.7,187,100.0,5,846,425,99.4,838,0,0,100.0,77.6,2,Nick Allegretti,392,421,G,90.3,0,5,0,ILLINOIS,421,12,846,1,0,0
835,28148,100.0,67.8,264,100.0,9,836,406,98.6,0,2,0,100.0,71.5,4,Jake Hanson,404,430,C,84.1,0,11,0,OREGON,430,12,836,0,0,0
0,46912,100.0,76.6,340,100.0,11,832,441,97.8,0,1,2,100.0,78.3,8,Kaleb McGary,367,391,T,78.0,19,14,813,WASHINGTON,391,12,832,1,0,0
0,46229,100.0,73.7,136,100.0,11,826,431,97.6,2,1,3,100.0,79.9,2,Cameron Clark,371,395,T,85.7,2,15,0,CHARLOTTE,395,12,826,0,822,0
0,45419,100.0,56.5,198,100.0,10,822,370,97.9,0,2,3,100.0,64.6,4,Hakeem Adeniji,430,452,T,76.5,0,15,0,KANSAS,452,12,822,0,822,0
0,60816,100.0,68.9,326,100.0,12,822,350,97.9,0,3,2,100.0,72.2,5,Austin Jackson,443,472,T,78.7,1,17,0,USC,472,12,822,0,819,0
0,47008,100.0,85.4,199,99.7,2,815,441,99.3,0,3,0,99.9,90.7,1,Dalton Risner,352,375,T,90.6,0,5,816,KANSAS ST,374,12,816,0,0,0
260,44959,100.0,72.0,111,100.0,3,815,375,99.3,13,3,0,100.0,75.1,4,Hjalte Froholdt,418,440,G,85.4,0,6,0,ARKANSAS,440,12,815,1,0,542
0,29314,100.0,73.1,343,100.0,5,807,341,99.2,24,0,1,100.0,78.7,5,Colton McKivitz,441,466,T,84.9,2,6,761,W VIRGINIA,466,11,807,2,20,0
0,27305,100.0,64.5,222,100.0,2,806,449,99.3,0,1,1,100.0,70.1,0,Ben Bredeson,337,357,G,88.3,0,4,0,MICHIGAN,357,12,806,0,0,805
0,46254,100.0,63.2,226,100.0,9,805,312,98.6,0,2,1,100.0,75.8,1,Greg Little,465,493,T,87.8,1,12,0,OLE MISS,493,12,805,0,804,0
0,47004,100.0,78.9,305,100.0,5,805,361,99.2,0,2,0,100.0,86.3,2,Lucas Niang,433,444,T,87.9,1,7,804,TCU,444,12,805,0,0,0
804,59857,100.0,59.7,222,100.0,6,804,448,98.5,0,2,1,100.0,64.3,1,Cesar Ruiz,336,356,C,76.2,0,9,0,MICHIGAN,356,12,804,0,0,0
0,38554,100.0,82.0,349,100.0,9,800,467,98.3,0,0,1,100.0,81.0,7,Michael Deiter,315,333,G,81.1,0,10,0,WISCONSIN,333,12,800,0,0,800
0,38951,100.0,67.0,333,100.0,15,794,367,97.7,0,2,1,100.0,72.4,3,Justin Skule,405,427,T,77.7,0,18,0,VANDERBILT,427,12,794,0,794,0
0,36501,100.0,60.1,245,100.0,9,791,358,98.2,0,4,1,100.0,72.1,2,Charlie Heck,419,433,T,84.3,5,14,745,N CAROLINA,433,11,791,1,41,0
66,41714,100.0,73.0,266,100.0,9,783,364,98.5,717,1,1,100.0,73.7,4,Connor McGovern,400,419,G,78.7,0,11,0,PENN STATE,419,12,783,1,0,0
0,46139,100.0,68.9,207,100.0,5,772,423,98.8,0,1,1,100.0,73.2,3,Robert Hunt,335,349,T,79.9,3,7,769,LA LAFAYET,349,12,772,0,0,0
0,59818,100.0,73.7,210,100.0,23,767,282,96.5,0,4,3,99.9,68.4,4,Mekhi Becton,474,485,T,60.4,4,30,349,LOUISVILLE,485,12,768,0,414,0
763,41178,100.0,85.5,349,100.0,4,763,446,97.7,0,4,3,100.0,85.2,4,Tyler Biadasz,300,317,C,77.2,0,11,0,WISCONSIN,317,12,763,0,0,0
0,44820,99.5,74.4,115,99.5,10,761,347,98.4,0,1,1,99.7,81.8,4,Prince Tega Wanogho,394,416,T,88.7,72,12,1,AUBURN,414,12,763,2,687,0
0,64818,100.0,70.3,192,100.0,10,760,369,98.1,0,4,0,100.0,73.8,2,Tristan Wirfs,369,391,T,75.4,0,14,759,IOWA,391,11,760,0,0,0
456,41878,100.0,77.4,284,100.0,6,759,409,97.8,303,2,3,100.0,77.3,2,Keith Ismael,321,350,C,70.4,0,11,0,S DIEGO ST,350,11,759,0,0,0
0,46735,100.0,72.6,207,100.0,3,754,411,99.2,751,0,1,100.0,75.5,2,Kevin Dotson,329,343,G,89.3,0,4,3,LA LAFAYET,343,12,754,0,0,0
0,41665,100.0,85.7,163,100.0,5,743,390,98.8,0,1,1,100.0,82.4,12,Jawaan Taylor,335,353,T,78.6,0,7,743,FLORIDA,353,12,743,1,0,0
741,46815,100.0,61.3,103,100.0,2,741,359,99.3,0,1,1,100.0,65.8,3,Ross Pierschbacher,369,382,C,78.9,0,4,0,ALABAMA,382,12,741,0,0,0
739,46752,100.0,79.4,340,100.0,5,739,403,99.2,0,0,0,100.0,81.6,3,Nick Harris,314,336,C,81.3,0,5,0,WASHINGTON,336,11,739,1,0,0
0,37070,100.0,70.3,278,100.0,7,733,335,99.1,733,0,0,100.0,73.8,2,Jonah Jackson,376,398,G,87.1,0,7,0,RUTGERS,398,11,733,0,0,0
0,45376,100.0,64.4,261,100.0,4,731,359,99.3,731,1,0,100.0,69.0,2,Dru Samia,353,372,G,80.7,0,5,0,OKLAHOMA,372,12,731,0,0,0
730,37327,100.0,79.3,343,100.0,7,730,302,98.6,0,2,1,100.0,74.1,9,Matt Jones,404,428,C,71.2,0,10,0,W VIRGINIA,428,11,730,1,0,0
0,36800,100.0,66.6,261,100.0,11,729,357,97.9,0,2,1,100.0,70.4,6,Bobby Evans,353,372,T,78.3,0,14,0,OKLAHOMA,372,12,729,1,729,0
0,39805,100.0,73.1,261,100.0,6,729,357,99.2,0,0,0,100.0,76.1,10,Cody Ford,353,372,T,84.9,0,6,729,OKLAHOMA,372,12,729,1,0,0
0,58467,100.0,65.1,103,100.0,18,715,341,97.5,0,0,0,100.0,69.9,2,Jedrick Wills Jr.,361,374,T,75.3,1,18,714,ALABAMA,374,12,715,1,0,0
0,59704,100.0,71.1,173,100.0,6,715,400,98.3,0,2,1,100.0,75.7,3,Isaiah Wilson,301,315,T,80.2,1,9,712,GEORGIA,315,12,715,0,0,0
0,46297,100.0,76.6,343,100.0,10,712,298,98.5,0,2,0,100.0,78.4,8,Yodny Cajuste,394,414,T,78.6,0,12,0,W VIRGINIA,414,11,712,1,711,1
0,60063,99.7,66.5,289,99.8,13,702,292,97.1,0,3,3,99.9,67.6,3,Dennis Daley,381,411,T,66.8,5,19,7,S CAROLINA,410,11,703,0,682,0
702,46298,100.0,72.8,227,100.0,4,702,368,99.1,0,0,1,100.0,77.2,1,Elgton Jenkins,318,334,C,82.3,0,5,0,MISS STATE,334,12,702,0,0,0
0,41651,100.0,85.6,103,100.0,8,698,328,98.7,0,1,0,100.0,90.4,3,Jonah Williams,358,370,T,89.8,0,9,0,ALABAMA,370,12,698,0,697,1
0,59820,100.0,62.1,211,100.0,14,681,331,95.6,0,5,5,100.0,62.4,5,Saahdiq Charles,328,350,T,63.0,1,24,0,LSU,350,9,681,1,680,0
0,41482,100.0,56.0,261,100.0,4,679,336,99.1,0,2,0,100.0,63.1,3,Ben Powers,326,343,G,87.9,0,6,0,OKLAHOMA,343,11,679,1,0,679
0,41715,100.0,67.3,140,100.0,3,678,302,99.2,0,1,1,100.0,70.8,4,John Simpson,361,376,G,85.4,0,5,0,CLEMSON,376,12,678,0,1,676
0,27064,100.0,68.6,115,100.0,10,671,307,98.3,0,2,0,100.0,76.4,3,Jack Driscoll,343,364,T,85.4,3,12,666,AUBURN,364,11,671,0,1,0
0,35941,100.0,76.6,349,100.0,18,652,387,94.6,0,3,3,100.0,72.3,4,David Edwards,249,265,T,57.8,0,24,652,WISCONSIN,265,10,652,0,0,0
0,41471,100.0,73.9,173,100.0,5,642,357,98.9,0,1,0,100.0,76.7,4,Solomon Kindley,272,285,G,86.8,0,6,0,GEORGIA,285,12,642,2,0,642
641,41141,100.0,69.3,306,100.0,2,642,312,99.7,0,0,0,100.0,75.6,2,Matt Hennessy,321,330,C,89.9,0,2,0,TEMPLE,330,10,642,0,0,0
0,46614,100.0,73.6,202,100.0,10,629,342,97.0,0,2,2,100.0,77.4,1,George Asafo-Adjei,268,287,T,74.6,0,14,629,KENTUCKY,287,11,629,0,0,0
0,37181,100.0,72.7,202,100.0,7,626,327,98.6,0,1,0,100.0,70.4,10,Logan Stenberg,279,299,G,75.1,0,8,0,KENTUCKY,299,12,626,3,0,626
616,46618,100.0,76.4,173,100.0,4,616,334,98.9,0,0,1,100.0,78.7,2,Lamont Gaillard,269,282,C,81.8,0,5,0,GEORGIA,282,12,616,0,0,0
0,46232,100.0,59.2,326,100.0,4,572,248,99.3,0,0,0,100.0,65.8,6,Chuma Edoga,301,324,T,83.1,0,4,572,USC,324,10,572,0,0,0
0,46335,99.5,56.7,215,99.6,4,563,335,98.2,0,2,1,99.8,56.9,11,Derwin Gray,218,229,T,81.0,21,7,0,MARYLAND,228,10,564,0,543,0
0,59701,100.0,75.7,173,100.0,3,514,285,97.7,0,3,2,100.0,79.0,1,Andrew Thomas,220,229,T,77.6,3,8,0,GEORGIA,229,11,514,0,510,0
0,46808,100.0,66.7,136,100.0,4,481,247,99.1,64,0,0,100.0,72.3,3,Nate Davis,222,234,T,85.1,0,4,415,CHARLOTTE,234,7,481,0,0,2
0,40470,100.0,61.3,319,100.0,3,322,190,96.7,0,1,2,100.0,63.6,3,Tyler Johnson,122,132,T,76.4,2,6,40,TULANE,132,10,322,0,280,0
0,59874,100.0,72.4,227,100.0,3,304,165,98.9,0,0,0,100.0,74.3,4,Tyre Phillips,131,139,T,82.8,0,3,17,MISS STATE,139,11,304,0,287,0
0,60003,100.0,57.6,262,100.0,10,292,126,94.9,0,0,3,100.0,57.6,1,Arlington Hambright,156,166,T,52.6,0,13,0,OKLA STATE,166,5,292,0,292,0
0,59812,100.0,47.8,209,100.0,7,227,95,97.2,0,0,0,100.0,50.7,1,Brandon Jones,127,132,G,59.5,0,7,0,LA MONROE,132,12,227,0,1,226
0,41339,100.0,69.9,169,100.0,0,84,39,100.0,0,0,0,100.0,72.9,2,Netane Muti,44,45,T,87.6,0,0,0,FRESNO ST,45,2,84,1,84,0
0,46271,100.0,60.9,339,100.0,0,13,7,100.0,0,0,0,100.0,64.1,0,Justin Herron,6,6,T,77.2,0,0,0,WAKE,6,1,13,0,13,0
0,41350,,60.0,101,,0,1,1,,0,0,0,100.0,60.0,0,Austin Cutting,0,0,T,,0,0,0,AIR FORCE,0,1,1,0,0,0
0,46271,100.0,57.6,339,100.0,3,946,437,98.8,0,3,3,100.0,69.2,4,Justin Herron,487,509,T,86.5,4,9,0,WAKE,509,12,946,0,942,0
0,47339,99.8,90.9,117,99.8,14,922,462,98.0,0,1,1,99.9,91.2,2,Danny Pinter,434,461,T,77.8,0,16,923,BALL ST,460,12,923,0,0,0
881,41878,100.0,78.1,284,100.0,4,882,446,99.3,0,0,1,100.0,80.7,3,Keith Ismael,421,436,C,88.2,0,5,0,S DIEGO ST,436,12,882,0,0,0
0,60003,100.0,76.1,143,100.0,11,865,390,98.3,0,2,1,100.0,74.7,8,Arlington Hambright,448,475,T,75.7,0,14,0,COLORADO,475,12,865,1,865,0
0,59812,100.0,66.4,209,100.0,10,860,406,98.8,591,0,0,100.0,65.8,3,Brandon Jones,433,454,G,61.5,0,10,0,LA MONROE,454,12,860,0,0,268
0,60816,100.0,68.2,326,100.0,9,859,322,98.8,0,1,1,100.0,74.9,5,Austin Jackson,510,537,T,80.4,0,11,0,USC,537,12,859,0,859,0
0,27305,100.0,69.3,222,100.0,7,844,393,99.2,0,0,0,100.0,73.2,4,Ben Bredeson,414,451,G,90.0,0,7,0,MICHIGAN,451,12,844,1,1,843
0,27064,100.0,65.4,115,100.0,7,841,431,98.8,0,0,1,100.0,72.3,6,Jack Driscoll,391,410,T,87.4,1,8,840,AUBURN,410,12,841,1,0,0
0,46282,100.0,82.5,265,100.0,4,839,366,99.3,0,0,1,100.0,90.0,1,Blake Brandel,454,473,T,93.1,0,5,0,OREGON ST,473,12,839,0,839,0
838,59857,100.0,66.7,222,100.0,5,838,391,99.2,0,2,0,100.0,72.6,6,Cesar Ruiz,412,447,C,89.7,0,7,0,MICHIGAN,447,12,838,1,0,0
826,41141,100.0,89.6,306,100.0,3,826,372,99.5,0,1,0,100.0,88.5,5,Matt Hennessy,432,454,C,82.6,0,4,0,TEMPLE,454,11,826,0,0,0
0,28149,100.0,77.6,264,100.0,12,813,372,98.1,0,2,1,100.0,77.3,2,Shane Lemieux,423,441,G,74.5,0,15,0,OREGON,441,12,813,1,0,813
0,29314,100.0,68.5,343,100.0,11,808,295,98.4,0,3,1,100.0,76.3,3,Colton McKivitz,489,513,T,82.5,8,15,0,W VIRGINIA,513,12,808,0,799,0
806,41924,100.0,64.2,211,100.0,19,806,309,97.0,0,4,3,100.0,59.9,4,Lloyd Cushenberry III,479,497,C,52.1,0,26,0,LSU,497,12,806,0,0,0
0,45419,100.0,62.1,198,100.0,5,798,348,98.6,0,1,3,100.0,66.7,5,Hakeem Adeniji,426,450,T,72.7,12,9,0,KANSAS,450,12,798,2,786,0
0,81532,100.0,77.4,211,100.0,6,798,303,98.5,798,2,3,100.0,75.8,3,Damien Lewis,477,495,G,76.1,0,11,0,LSU,495,12,798,0,0,0
0,36501,100.0,63.2,245,100.0,11,797,373,98.5,0,1,0,100.0,69.6,2,Charlie Heck,405,424,T,75.5,0,12,1,N CAROLINA,424,11,797,0,796,0
0,64818,100.0,90.9,192,100.0,3,791,363,98.9,0,2,2,100.0,91.5,3,Tristan Wirfs,404,428,T,87.8,0,7,630,IOWA,428,12,791,1,160,0
787,41178,100.0,85.7,349,100.0,1,787,475,99.5,0,0,1,100.0,86.4,3,Tyler Biadasz,303,312,C,85.0,0,2,0,WISCONSIN,312,12,787,0,0,0
0,46229,100.0,79.2,136,100.0,4,787,435,99.4,0,0,0,100.0,79.7,8,Cameron Clark,324,352,T,78.8,1,4,0,CHARLOTTE,352,12,787,4,785,0
0,41973,100.0,79.3,120,100.0,5,787,363,98.4,0,2,3,99.9,83.8,1,Ezra Cleveland,406,424,T,83.6,2,10,0,BOISE ST,424,11,788,0,786,0
0,46179,100.0,90.3,146,100.0,4,774,359,98.9,0,1,2,100.0,90.2,6,Matt Peart,397,415,T,86.0,0,7,773,UCONN,415,12,774,0,1,0
0,44820,98.9,75.2,115,99.0,10,773,387,98.2,0,3,0,99.5,77.4,2,Prince Tega Wanogho,367,390,T,75.9,66,13,0,AUBURN,386,11,777,0,709,0
772,27124,100.0,84.2,218,100.0,2,772,391,99.4,0,0,1,100.0,81.2,6,Dustin Woodard,358,381,C,75.2,0,3,0,MEMPHIS,381,12,772,3,0,0
0,46773,100.0,68.3,190,100.0,13,768,310,98.1,682,1,1,100.0,68.6,5,Simon Stepaniak,426,458,G,70.5,0,15,0,INDIANA,458,11,768,0,0,86
0,59874,100.0,79.2,227,100.0,12,758,397,97.5,0,1,2,100.0,79.7,8,Tyre Phillips,346,361,T,75.7,0,15,0,MISS STATE,361,12,758,3,755,2
0,37070,100.0,79.3,260,100.0,9,758,397,98.7,0,0,0,100.0,78.7,5,Jonah Jackson,336,361,G,75.3,0,9,0,OHIO STATE,361,12,758,1,0,758
0,59701,100.0,92.2,173,100.0,6,746,387,98.8,0,0,1,100.0,93.1,2,Andrew Thomas,334,359,T,88.7,1,7,0,GEORGIA,359,12,746,1,745,0
0,46735,100.0,91.5,207,100.0,1,725,386,99.5,725,0,1,100.0,91.6,3,Kevin Dotson,322,339,G,86.6,0,2,0,LA LAFAYET,339,12,725,2,0,0
0,58467,100.0,92.0,103,100.0,7,713,292,98.6,0,2,1,100.0,90.9,5,Jedrick Wills Jr.,399,421,T,84.1,10,10,703,ALABAMA,421,12,713,1,0,0
0,59818,99.7,79.6,210,99.7,6,700,386,98.2,0,3,1,99.9,83.0,2,Mekhi Becton,302,315,T,82.5,15,10,0,LOUISVILLE,314,11,701,0,686,0
0,37181,100.0,79.2,202,100.0,1,697,422,99.8,0,0,0,100.0,75.6,11,Logan Stenberg,253,275,G,83.0,0,1,0,KENTUCKY,275,12,697,1,0,697
679,46752,100.0,76.4,340,100.0,3,679,318,99.0,0,0,2,100.0,79.3,4,Nick Harris,346,361,C,82.0,0,5,0,WASHINGTON,361,11,679,0,0,0
0,59704,100.0,73.0,173,100.0,6,647,340,98.6,0,2,0,100.0,79.7,1,Isaiah Wilson,285,307,T,84.3,0,8,647,GEORGIA,307,10,647,0,0,0
0,26634,100.0,92.7,182,100.0,2,635,310,99.7,0,0,0,100.0,93.4,2,Josh Jones,296,325,T,91.2,0,2,0,HOUSTON,325,9,635,0,635,0
624,28148,100.0,71.7,264,100.0,8,624,292,98.1,0,0,2,100.0,74.4,1,Jake Hanson,317,332,C,73.8,0,10,0,OREGON,332,10,624,0,0,0
0,41471,100.0,75.2,173,100.0,3,560,296,98.0,0,3,2,100.0,74.8,3,Solomon Kindley,247,264,G,76.8,0,8,0,GEORGIA,264,11,560,0,0,560
0,41715,100.0,74.3,140,100.0,6,554,237,98.8,0,1,0,99.8,71.9,8,John Simpson,299,317,G,71.4,0,7,0,CLEMSON,317,11,555,1,0,554
0,59820,100.0,76.1,211,100.0,8,425,161,97.2,0,2,2,100.0,71.7,3,Saahdiq Charles,254,264,T,67.7,0,12,0,LSU,264,6,425,1,425,0
0,46139,100.0,86.0,207,100.0,1,412,216,99.2,6,0,1,100.0,87.1,2,Robert Hunt,184,196,T,80.7,4,2,402,LA LAFAYET,196,7,412,0,0,0
0,47004,100.0,73.8,305,100.0,5,378,187,98.4,0,1,0,100.0,81.0,0,Lucas Niang,184,191,T,84.8,0,6,378,TCU,191,7,378,0,0,0
0,41339,100.0,72.6,169,100.0,2,234,86,98.6,0,0,1,100.0,74.1,3,Netane Muti,141,148,G,88.7,1,3,0,FRESNO ST,148,3,234,0,0,233
0,98652,100.0,57.1,109,100.0,4,94,47,95.6,0,0,0,100.0,59.1,0,Jordan Morgan,45,47,T,60.5,2,4,0,ARIZONA,47,4,94,0,92,0
0,40470,100.0,54.8,319,100.0,0,55,30,100.0,0,0,0,100.0,62.2,0,Tyler Johnson,22,25,T,86.0,0,0,0,TULANE,25,1,55,0,55,0
0,100531,100.0,62.4,143,100.0,1,3,2,50.0,0,0,0,100.0,61.4,0,Austin Johnson,1,1,G,0.0,0,1,0,COLORADO,1,1,3,0,0,3
