player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brayden Schager,146078,QB,HAWAII,13,72.9,495,526,10.3,2.8,7,28,5.1,62.9,331,0,212,8.3,598,30,173,180,63.6,77.7,76.1,64.3,5,14,626,3,18.9,87.8,6.7,40,32,2,17,26,14,2.2,3525,6.7
Davis Brin,77642,QB,GA SOUTHRN,12,74.4,485,514,8.5,2.53,6,18,3.3,63.8,328,0,141,9.1,562,33,173,174,55.7,71.4,70.9,57.9,4,16,589,2,17.7,84.5,4.4,25,21,5,14,22,28,4.8,3441,6.7
Cam Ward,133244,QB,WASH STATE,12,78.6,444,486,7.7,2.8,10,24,4.8,66.7,324,0,173,7.2,567,25,185,341,27.9,80.2,77.5,69.7,5,7,589,1,24.9,100.7,7.6,43,36,0,27,25,21,3.6,3723,7.7
Austin Reed,111760,QB,W KENTUCKY,12,70.2,449,471,8.0,2.43,9,21,4.2,61.6,290,0,122,7.9,491,25,157,346,64.1,70.3,67.1,71.3,3,11,518,1,5.7,95.1,1.4,7,11,0,10,31,18,3.5,3338,7.1
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,12,69.7,445,469,9.1,2.66,7,24,4.9,62.0,291,0,127,6.1,494,19,163,144,37.7,57.5,60.2,31.7,1,16,520,4,9.4,85.8,2.4,12,12,1,15,22,26,5.0,3446,7.3
E.J. Warner,156185,QB,TEMPLE,10,67.6,413,445,8.7,2.4,10,13,2.7,57.5,256,0,147,8.2,465,23,150,306,69.1,63.6,63.7,54.4,4,12,495,2,5.4,84.7,1.7,8,12,0,18,23,23,4.6,3061,6.9
Seth Henigan,144267,QB,MEMPHIS,12,74.1,425,441,9.0,2.59,3,23,5.0,66.4,293,0,133,7.0,492,22,176,218,59.4,79.6,80.5,57.5,0,9,516,1,13.5,103.3,3.7,18,32,0,13,28,15,2.9,3514,8.0
Taulia Tagovailoa,97271,QB,MARYLAND,12,75.1,414,441,8.6,2.69,6,26,5.6,66.0,291,0,135,6.4,481,20,160,215,60.7,77.4,74.5,70.6,0,11,506,8,17.0,97.6,4.8,23,17,0,21,25,20,4.0,3386,7.7
Shedeur Sanders,131396,QB,COLORADO,11,79.2,403,435,8.5,2.89,12,23,5.0,68.5,298,1,195,6.6,527,21,162,143,69.3,88.4,89.4,60.0,3,3,558,8,25.1,107.9,9.3,49,43,0,17,27,7,1.3,3229,7.4
Nicholas Vattiato,145302,QB,MIDDLE TN,12,76.6,415,430,6.9,2.55,4,20,4.4,67.0,288,0,121,9.4,513,30,142,224,67.2,72.1,70.8,63.6,0,13,541,0,28.1,93.1,6.6,34,48,0,11,23,17,3.1,3095,7.2
Michael Penix Jr.,82134,QB,WASHINGTON,12,74.4,399,428,11.4,2.7,5,31,6.8,65.7,281,1,109,5.4,444,16,179,340,63.4,91.1,90.6,67.1,1,8,474,3,8.3,111.9,2.0,9,6,0,23,32,7,1.5,3902,9.1
Drake Maye,143969,QB,N CAROLINA,12,75.3,389,425,11.0,2.79,8,35,7.7,63.3,269,0,149,8.2,506,24,174,245,71.1,90.8,89.8,73.8,7,9,540,4,19.5,100.2,5.7,29,51,0,21,24,9,1.7,3608,8.5
Chandler Rogers,98683,QB,N TEXAS,12,70.8,408,423,10.8,2.68,9,18,4.0,62.2,263,0,172,9.0,492,26,162,251,30.2,87.8,87.5,62.1,4,5,520,1,20.9,105.2,7.3,36,32,1,1,29,11,2.1,3392,8.0
Keegan Shoemaker,108983,QB,SM HOUSTON,11,72.7,385,421,7.6,2.53,8,7,1.6,62.5,263,0,137,6.1,455,17,127,281,60.0,69.4,68.5,61.7,1,11,477,5,10.9,79.9,3.3,15,19,2,25,15,17,3.6,2498,5.9
Cade Klubnik,156253,QB,CLEMSON,12,74.0,385,419,7.0,2.64,10,11,2.5,62.1,260,0,146,8.8,470,25,146,140,51.0,63.7,63.0,59.6,5,8,489,4,13.7,86.5,4.3,20,27,3,16,19,17,3.5,2567,6.1
Alan Bowman,77679,QB,OKLA STATE,12,72.1,373,415,8.4,2.51,3,16,3.7,59.8,248,0,84,7.8,424,21,140,262,69.5,72.5,72.2,53.9,0,11,445,1,6.0,77.1,1.2,5,4,0,39,10,18,4.0,2808,6.8
Spencer Rattler,97408,QB,S CAROLINA,12,79.4,373,403,7.5,2.82,4,12,2.9,68.0,274,0,186,7.4,491,22,156,289,80.8,77.6,72.5,74.1,2,8,510,4,21.0,99.1,7.9,39,39,1,23,19,11,2.2,3183,7.9
Byrum Brown,156206,QB,USF,12,72.2,392,403,10.9,2.95,4,18,4.2,64.5,260,0,180,8.1,502,23,149,327,32.3,73.7,64.0,78.5,1,11,537,5,23.9,95.6,8.6,43,55,0,6,23,21,3.9,3101,7.7
Donovan Smith,73929,QB,HOUSTON,12,73.4,379,399,8.0,2.82,1,22,5.2,64.2,256,0,146,7.9,463,22,146,182,68.0,77.2,70.0,76.3,4,13,489,3,17.8,89.6,5.6,26,36,1,14,22,16,3.3,2801,7.0
Bo Nix,97790,QB,OREGON,12,85.9,391,398,6.9,2.44,0,17,4.1,78.4,312,0,63,7.1,426,24,176,264,74.5,92.9,92.7,68.2,2,2,447,2,9.5,135.9,1.4,6,17,0,5,37,4,0.9,3852,9.7
Caleb Williams,144622,QB,USC,12,77.5,360,394,9.2,3.16,6,27,6.2,68.0,268,0,151,3.9,455,11,169,326,26.9,90.3,84.6,82.6,0,5,500,3,23.2,117.4,7.7,35,24,4,24,30,18,3.6,3647,9.3
Joey Aguilar,174978,QB,APP STATE,12,71.2,371,392,11.0,2.54,3,22,5.4,62.8,246,0,126,6.8,437,18,174,108,26.8,76.7,75.2,63.5,5,9,454,3,10.3,107.4,3.0,13,31,1,12,33,22,4.8,3251,8.3
T.J. Finley,124093,QB,TEXAS ST,12,76.3,372,387,9.2,2.56,3,17,4.2,68.5,265,0,119,6.7,436,19,152,314,49.1,77.3,77.9,57.7,3,8,451,3,23.5,106.6,6.4,28,19,0,9,24,13,2.9,3288,8.5
Mikey Keene,70961,QB,FRESNO ST,11,74.9,358,384,7.5,2.5,4,14,3.5,65.6,252,0,98,6.0,408,16,133,169,78.9,75.3,75.1,53.1,1,9,423,3,18.4,92.6,4.4,18,5,1,20,20,9,2.1,2599,6.8
Gunnar Watson,83570,QB,TROY,12,68.9,363,383,10.8,2.59,3,20,5.0,60.6,232,0,128,7.2,412,18,143,318,34.4,84.2,84.0,58.8,4,5,431,7,17.2,103.7,5.3,22,7,1,12,26,14,3.2,3117,8.1
Dillon Gabriel,86272,QB,OKLAHOMA,12,78.8,364,383,10.2,2.65,7,21,5.2,68.9,264,0,107,8.0,432,23,176,261,65.0,91.9,90.6,78.2,2,6,456,2,14.0,118.9,3.5,15,22,0,10,30,12,2.6,3655,9.5
Jordan McCloud,101058,QB,JAMES MAD,12,76.4,360,381,8.7,2.79,4,20,5.1,68.2,260,0,145,5.5,425,15,161,197,46.0,82.1,79.4,69.6,3,9,442,6,11.7,114.0,4.0,17,26,0,14,32,17,3.8,3377,8.9
Jacob Zeno,98014,QB,UAB,11,81.9,353,379,5.5,2.72,5,14,3.6,73.6,279,0,126,3.5,445,10,146,321,55.4,70.9,71.6,57.2,7,9,459,4,22.2,105.5,6.3,28,37,0,14,20,13,2.8,3129,8.3
Cole Snyder,97617,QB,BUFFALO,12,66.5,328,374,8.3,2.54,14,12,3.1,54.3,203,1,131,6.9,409,15,106,126,61.6,56.9,56.6,57.4,5,9,430,4,11.5,72.6,3.7,15,19,0,27,13,17,4.0,2129,5.7
Carson Beck,124010,QB,GEORGIA,12,81.2,351,371,8.5,2.37,8,15,3.8,72.2,268,0,75,6.0,406,17,176,173,60.5,92.1,91.6,69.9,4,6,427,3,12.0,114.7,2.2,9,26,1,7,22,7,1.6,3503,9.4
Hudson Card,123109,QB,PURDUE,11,70.1,341,367,9.9,3.11,6,16,4.1,58.6,215,0,165,10.0,420,24,125,273,50.1,74.7,71.5,68.5,7,8,442,3,13.3,82.5,5.2,22,30,0,13,15,15,3.4,2384,6.5
Graham Mertz,97994,QB,FLORIDA,11,80.2,339,362,6.7,2.68,8,15,3.9,72.1,261,0,120,4.0,411,11,141,163,53.0,75.8,77.9,52.4,2,3,438,7,23.3,110.6,6.8,28,21,1,12,20,6,1.4,2910,8.0
Will Howard,122599,QB,KANSAS ST,12,70.5,329,358,9.2,2.75,8,16,4.3,60.9,218,0,116,6.0,380,14,134,199,72.4,78.1,71.1,78.6,3,10,397,1,12.1,93.2,3.7,14,7,1,17,23,14,3.5,2630,7.3
Haynes King,124329,QB,GA TECH,12,69.3,342,357,9.6,2.55,5,20,5.3,61.1,218,0,126,8.0,407,19,140,176,64.6,79.1,70.4,80.2,1,15,426,3,11.1,91.8,3.4,14,34,2,7,26,17,4.0,2747,7.7
Kyle McCord,145053,QB,OHIO STATE,12,73.6,333,354,9.6,2.56,6,18,4.9,64.7,229,0,93,6.5,373,16,152,260,49.3,76.4,76.0,64.5,4,6,387,9,11.8,108.8,2.9,11,8,1,10,24,15,3.9,3169,9.0
Joe Milton III,82151,QB,TENNESSEE,12,73.2,339,354,10.4,2.64,7,12,3.3,64.7,229,0,92,7.7,384,19,128,307,75.4,77.9,71.3,78.0,3,5,401,2,19.6,102.0,4.7,18,12,0,5,20,8,2.0,2809,7.9
Drew Allar,164157,QB,PENN STATE,12,74.2,322,352,8.0,2.72,6,12,3.3,60.8,214,0,115,10.5,385,25,136,266,74.1,86.9,81.5,78.1,3,1,403,4,10.4,101.0,3.1,12,21,0,21,23,4,1.0,2333,6.6
Brady Cook,124199,QB,MISSOURI,12,75.5,330,352,9.4,2.52,6,21,5.6,65.9,232,0,102,6.8,390,17,143,229,64.6,83.0,79.7,70.9,0,6,412,3,18.6,106.6,4.9,19,18,2,14,20,10,2.4,3187,9.1
Preston Stone,124716,QB,SMU,12,69.1,320,345,13.6,3.1,0,30,8.2,59.4,205,0,102,7.2,379,16,140,287,62.7,91.3,91.0,64.3,1,6,402,0,12.7,110.0,3.4,13,21,2,22,28,13,3.2,3192,9.3
Devin Leary,77628,QB,KENTUCKY,12,68.9,312,343,11.0,2.67,17,16,4.4,56.0,192,0,117,10.7,372,23,123,202,57.1,73.9,71.1,72.6,4,10,393,2,17.9,88.6,5.6,21,8,0,10,23,20,5.1,2444,7.1
Darren Grainger,78496,QB,GA STATE,12,77.2,324,341,8.1,2.54,5,9,2.5,66.6,227,0,102,9.2,372,23,108,175,38.1,72.8,69.1,69.8,3,7,389,8,14.7,94.5,4.0,15,16,1,8,17,15,3.9,2362,6.9
Ta'Quan Roberson,101625,QB,UCONN,11,69.3,313,339,8.6,2.58,7,12,3.4,58.1,197,1,105,9.2,369,20,96,146,60.5,65.1,65.2,56.2,4,6,383,3,6.7,80.7,1.9,7,20,0,15,12,11,2.9,2093,6.2
Jack Plummer,83543,QB,LOUISVILLE,12,78.0,313,338,9.2,2.79,3,18,5.0,65.4,221,0,129,9.4,388,23,138,210,34.9,76.5,77.6,58.7,2,11,412,5,14.7,100.1,4.9,19,31,0,20,21,12,2.9,2949,8.7
Frank Harris,60586,QB,UTSA,10,72.1,312,336,9.3,2.73,3,11,3.1,64.3,216,0,113,4.0,379,9,129,331,68.8,80.5,75.0,77.7,2,8,399,4,14.2,94.6,4.2,16,26,1,18,18,8,2.0,2501,7.4
Chevan Cordeiro,75886,QB,S JOSE ST,12,70.7,317,334,9.6,3.01,3,20,5.6,62.0,207,0,110,7.6,389,17,131,285,42.1,80.4,81.0,58.2,2,4,412,1,19.1,99.5,5.4,21,34,1,11,19,14,3.4,2545,7.6
Tyler Van Dyke,122225,QB,MIAMI FL,11,75.2,314,334,8.4,2.64,6,24,6.9,65.6,219,0,81,7.2,353,17,129,220,62.5,85.9,85.3,53.7,2,12,370,2,12.3,94.4,2.8,10,9,1,11,19,13,3.5,2699,8.1
Jayden Daniels,97993,QB,LSU,12,79.6,318,332,10.5,2.91,3,29,8.4,71.1,236,0,104,6.7,408,17,189,211,70.8,94.7,92.0,92.4,2,4,425,1,20.2,143.7,5.1,21,55,4,5,40,7,1.6,3811,11.5
Keyone Jenkins,170403,QB,FIU,11,69.3,306,331,9.2,2.67,3,17,5.0,58.0,192,0,139,9.4,399,20,107,166,30.4,61.0,58.2,64.9,3,11,411,5,28.8,78.1,10.0,40,28,2,17,11,21,5.1,2416,7.3
Rocco Becht,157567,QB,IOWA STATE,12,72.1,312,330,8.0,2.43,5,11,3.2,63.3,209,0,113,7.1,360,16,119,193,66.6,73.1,75.1,51.8,2,8,376,2,10.6,98.7,3.3,12,18,0,11,20,10,2.7,2674,8.1
Ashton Daniels,157259,QB,STANFORD,12,68.8,304,328,10.4,3.08,3,17,4.7,59.1,194,0,175,7.2,388,15,105,300,56.9,65.9,61.2,70.7,1,8,423,4,14.3,81.0,6.4,25,35,1,19,11,20,4.7,2251,6.9
Carter Bradley,77685,QB,S ALABAMA,11,75.8,306,328,7.9,2.45,11,10,2.9,67.4,221,0,110,4.7,371,11,131,288,34.7,65.8,62.0,73.8,1,7,391,3,22.7,102.3,6.7,25,16,0,10,19,12,3.1,2650,8.1
Diego Pavia,156927,QB,NEW MEX ST,13,70.5,305,326,10.7,3.02,8,20,5.8,61.0,199,0,149,7.4,395,16,137,242,55.8,82.9,75.2,79.5,4,8,416,4,13.4,101.0,5.1,20,48,0,9,23,16,3.8,2718,8.3
Jordan Travis,77615,QB,FLORIDA ST,11,72.2,313,325,10.0,2.81,2,20,5.7,63.7,207,0,99,8.4,358,19,128,167,60.9,87.8,83.5,75.2,3,2,381,1,14.1,108.4,3.9,14,19,0,7,20,8,2.1,2755,8.5
Daniel Richardson,97103,QB,FAU,11,74.0,308,323,8.4,2.52,6,16,4.8,64.1,207,0,101,9.2,364,21,96,165,63.0,74.9,74.5,55.9,3,10,375,0,26.7,81.8,7.4,27,12,1,5,13,13,3.5,1999,6.2
Emory Jones,82111,QB,CINCINNATI,12,69.1,304,322,9.5,2.84,2,7,2.1,61.2,197,0,123,6.2,385,13,122,138,61.1,70.5,66.0,69.1,4,10,407,1,21.1,87.5,6.8,26,36,0,12,18,12,2.9,2219,6.9
Jaxson Dart,146409,QB,OLE MISS,12,74.5,298,321,10.5,2.81,6,18,5.3,64.8,208,0,117,6.3,372,14,136,226,63.7,90.0,83.6,80.3,8,5,396,3,21.4,109.1,6.7,25,25,1,8,20,8,2.0,2984,9.3
Jalen Mayden,83520,QB,S DIEGO ST,12,73.8,301,315,7.8,2.99,0,5,1.5,63.2,199,0,128,10.4,377,23,111,284,38.1,64.2,57.1,71.2,1,9,394,0,23.4,80.3,8.0,30,32,1,12,10,18,4.6,2036,6.5
DJ Uiagalelei,122162,QB,OREGON ST,12,66.3,288,314,11.7,2.79,4,20,6.2,57.0,179,0,126,6.3,337,12,125,265,82.2,82.0,75.0,80.9,6,7,348,1,8.7,97.4,3.3,11,10,0,16,21,9,2.6,2621,8.3
Thomas Castellanos,158433,QB,BOSTON COL,12,68.5,295,313,10.5,2.99,5,17,5.0,56.9,178,0,102,11.9,378,24,110,121,63.6,71.5,59.2,79.0,2,13,406,8,21.6,76.6,5.8,22,40,0,11,15,21,5.2,2141,6.8
Cam Fancher,145266,QB,MARSHALL,10,77.4,296,308,7.7,2.83,1,15,4.6,65.6,202,0,120,11.8,382,27,114,214,43.5,66.4,67.3,59.2,2,11,403,3,24.2,83.0,7.6,29,43,0,9,11,15,3.7,2161,7.0
Kurtis Rourke,97998,QB,OHIO,11,72.3,300,307,9.8,2.86,2,13,4.0,63.5,195,0,82,10.1,341,22,115,259,74.2,78.9,75.1,72.6,1,5,359,2,15.9,90.1,3.8,13,20,0,4,11,11,3.1,2207,7.2
Sam Hartman,77618,QB,NOTRE DAME,12,73.2,276,305,10.2,2.81,4,24,7.5,62.3,190,1,123,5.9,340,12,126,258,39.9,78.7,78.9,57.3,12,8,356,2,11.4,106.1,4.1,14,20,4,9,24,15,4.2,2696,8.8
Quinn Ewers,127253,QB,TEXAS,10,76.4,288,305,8.4,2.56,5,11,3.4,69.2,211,0,79,4.1,350,9,135,311,70.2,84.1,83.2,62.3,0,5,364,2,30.4,108.2,6.9,24,18,1,11,17,7,1.9,2690,8.8
Billy Wiles,144144,QB,SO MISS,11,65.2,276,304,10.2,2.95,3,5,1.6,53.3,162,0,127,10.0,348,18,97,296,55.5,59.3,57.9,60.0,7,7,367,5,12.6,75.5,4.6,16,28,0,18,11,15,4.1,1934,6.4
Rocky Lombardi,60452,QB,N ILLINOIS,12,69.1,288,302,10.0,2.7,2,12,3.8,57.0,172,0,83,13.6,332,27,102,254,30.0,65.5,65.2,57.9,2,5,350,2,21.7,82.3,5.4,18,12,3,7,10,17,4.9,2077,6.9
Austin Smith,145763,QB,E MICHIGAN,12,65.7,277,300,8.5,2.96,5,10,3.1,57.0,171,0,127,6.0,362,11,94,160,42.6,52.6,50.6,59.3,7,7,391,1,24.4,74.5,8.6,31,30,0,11,9,22,5.6,1773,5.9
Josh Hoover,127148,QB,TCU,8,70.5,281,298,8.9,2.51,7,13,4.2,62.1,185,0,82,6.6,312,13,114,305,52.1,75.5,75.8,48.8,2,9,325,0,11.0,88.9,2.9,9,4,0,8,15,12,3.7,2206,7.4
KJ Jefferson,99129,QB,ARKANSAS,12,72.5,276,297,9.0,2.97,6,16,5.1,64.0,190,0,129,5.0,370,10,107,111,28.7,77.6,70.4,75.7,6,8,388,2,32.6,95.1,11.4,42,30,0,9,19,15,3.9,2107,7.1
Noah Fifita,158722,QB,ARIZONA,11,78.6,285,297,7.6,2.56,4,7,2.3,73.1,217,0,83,3.1,325,7,125,109,70.2,80.1,81.7,50.3,1,5,337,2,15.7,117.1,4.0,13,13,0,7,23,8,2.4,2517,8.5
Alex Flinn,123797,QB,E CAROLINA,12,69.1,269,295,8.5,2.93,2,14,4.6,54.2,160,0,155,14.0,363,26,86,156,65.5,61.8,60.2,63.2,4,12,380,6,16.8,59.1,7.2,26,40,1,19,6,19,5.0,1559,5.3
Athan Kaliakmanis,144971,QB,MINNESOTA,12,66.2,272,294,10.5,2.98,9,10,3.2,52.7,155,0,112,13.9,342,25,97,225,65.7,65.2,58.2,75.4,2,9,359,0,20.5,75.2,6.7,23,25,1,10,14,15,4.2,1836,6.2
Blake Shapen,122282,QB,BAYLOR,8,71.2,278,294,8.4,2.87,2,7,2.3,60.5,178,0,97,10.1,341,20,111,118,56.9,71.7,69.0,66.9,4,3,359,3,23.7,93.8,6.7,23,24,0,10,13,12,3.3,2171,7.4
Grant Wilson,143041,QB,DOMINION,11,65.8,281,292,13.3,2.92,3,22,7.1,56.5,165,0,145,10.8,368,20,91,263,61.7,73.4,68.7,68.4,3,7,392,2,35.2,86.5,13.9,51,24,1,4,16,8,2.0,2035,7.0
Jayden Maiava,158135,QB,UNLV,12,72.1,283,288,9.7,2.58,1,17,5.7,63.9,184,0,87,9.8,320,20,124,325,58.3,67.1,66.2,59.4,0,6,333,2,11.5,100.7,3.1,10,20,0,4,14,19,5.7,2614,9.1
Jase Bauer,145714,QB,C MICHIGAN,12,71.9,249,288,8.9,3.35,3,9,2.9,55.9,161,0,144,10.1,337,18,92,134,50.6,70.9,62.3,74.6,6,8,365,1,11.8,78.2,5.0,17,32,0,30,12,12,3.3,1878,6.5
JT Daniels,83578,QB,RICE,9,71.6,271,287,8.4,2.59,8,8,2.7,63.1,181,0,109,6.7,312,13,107,275,54.0,68.8,68.9,58.6,2,7,324,4,13.8,104.2,4.8,15,8,0,6,21,11,3.4,2432,8.5
