player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Arch Manning,173162,QB,TEXAS,1,40.0,5,5,12.8,3.16,0,0,0.0,40.0,2,0,1,0.0,7,0,3,311,16.4,64.2,68.2,56.5,0,0,7,0,0.0,60.4,0.0,0,2,0,0,0,0,0.0,30,6.0
Zion Turner,158636,QB,UCONN,2,40.0,5,5,13.0,3.02,0,0,0.0,40.0,2,0,3,0.0,5,0,0,146,63.8,58.4,57.5,,0,0,5,0,0.0,47.9,0.0,0,0,0,0,0,0,0.0,8,1.6
Brock Glenn,170335,QB,FLORIDA ST,3,50.0,4,4,6.0,3.31,0,1,20.0,50.0,2,0,4,0.0,8,0,2,167,21.2,66.8,62.5,64.2,0,0,9,0,0.0,80.2,0.0,0,3,0,0,0,0,0.0,35,8.8
Chase Griffin,100579,QB,UCLA,2,33.3,3,4,17.3,2.76,0,0,0.0,25.0,1,0,3,0.0,5,0,1,324,65.5,51.7,41.0,63.3,1,0,5,0,33.3,43.8,20.0,1,0,0,0,0,0,0.0,16,4.0
Paul Tyson,98363,QB,CLEMSON,2,75.0,4,4,5.5,2.58,0,0,0.0,75.0,3,0,0,0.0,4,0,3,140,63.3,61.8,61.3,,0,0,4,0,,147.9,0.0,0,0,0,0,1,0,0.0,42,10.5
Luke Doty,124230,WR,S CAROLINA,2,75.0,4,4,3.8,3.38,0,0,0.0,50.0,2,0,4,33.3,6,1,2,289,69.2,57.0,70.0,63.7,0,0,6,0,25.0,61.5,16.7,1,1,0,0,0,0,0.0,17,4.3
John Alan Richter,156999,QB,TOLEDO,1,100.0,4,4,3.5,2.33,0,0,0.0,75.0,3,0,0,25.0,4,1,3,316,63.3,74.2,73.8,,0,0,4,0,,115.6,0.0,0,0,0,0,0,0,0.0,49,12.3
Walker Howard,157112,QB,OLE MISS,1,75.0,4,4,20.0,2.73,0,1,25.0,75.0,3,0,0,0.0,4,0,3,226,63.3,89.0,89.8,,0,0,4,0,,116.7,0.0,0,0,0,0,0,0,0.0,56,14.0
Austin Novosad,174133,QB,OREGON,2,100.0,4,4,-1.5,1.83,0,0,0.0,100.0,4,0,0,0.0,4,0,1,264,63.3,65.6,64.7,,0,0,4,0,,81.3,0.0,0,0,0,0,0,0,0.0,14,3.5
Kaiya Sheron,62530,QB,KENTUCKY,3,50.0,4,4,6.0,2.37,0,0,0.0,50.0,2,0,2,0.0,6,0,1,202,63.8,49.8,50.2,57.3,0,0,6,0,0.0,56.3,0.0,0,1,0,0,0,0,0.0,5,1.3
LaNorris Sellers,174326,QB,S CAROLINA,1,100.0,4,4,22.5,3.23,0,1,25.0,100.0,4,0,1,0.0,4,0,4,289,71.1,94.1,95.5,70.7,0,0,4,0,0.0,158.3,0.0,0,0,0,0,2,0,0.0,86,21.5
Noah Smith,104112,WR,SM HOUSTON,6,75.0,4,4,3.3,4.08,0,1,20.0,75.0,3,0,3,0.0,6,0,2,281,55.5,75.6,71.1,62.1,0,0,7,1,66.7,107.3,33.3,2,0,0,0,0,0,0.0,41,10.3
Emmett Brown,157344,QB,WASH STATE,1,75.0,4,4,3.3,1.65,0,0,0.0,50.0,2,0,0,33.3,4,1,1,341,63.3,74.6,74.3,,0,1,4,0,,18.8,0.0,0,0,0,0,0,0,0.0,14,3.5
Brady Olson,147415,QB,UMASS,1,0.0,3,3,9.7,1.97,0,0,0.0,0.0,0,0,1,,3,0,0,216,63.8,26.1,26.4,,0,1,5,0,0.0,0.0,0.0,0,0,0,0,0,2,40.0,0,0.0
Evan Simon,129906,QB,RUTGERS,1,100.0,2,3,4.5,2.73,0,0,0.0,66.7,2,0,2,0.0,3,0,2,278,62.7,59.6,59.3,,0,0,3,0,0.0,138.9,0.0,0,0,0,1,1,0,0.0,30,10.0
Lincoln Victor,97215,WR,WASH STATE,4,50.0,2,3,26.5,3.27,0,0,0.0,33.3,1,1,1,0.0,3,0,1,341,77.8,68.9,79.5,63.6,0,0,4,1,0.0,81.9,0.0,0,0,0,1,0,0,0.0,39,13.0
Braden Smith,61460,WR,CINCINNATI,3,66.7,3,3,16.3,2.93,0,1,33.3,33.3,1,0,1,50.0,3,1,1,138,61.1,75.5,76.4,63.2,0,0,3,0,0.0,71.5,0.0,0,0,0,0,0,0,0.0,30,10.0
Cameron Edge,162791,QB,MARYLAND,1,100.0,3,3,4.7,2.28,0,0,0.0,66.7,2,0,1,33.3,4,1,1,215,63.3,56.6,56.2,,0,0,4,0,100.0,82.6,25.0,1,0,0,0,0,0,0.0,18,6.0
Jack Lausch,162845,QB,NWESTERN,3,66.7,3,3,8.0,3.65,0,0,0.0,66.7,2,0,2,0.0,4,0,0,256,20.7,55.8,52.3,65.3,0,0,4,0,50.0,71.5,25.0,1,0,0,0,0,0,0.0,10,3.3
Ben Brittain,125262,QB,AIR FORCE,2,0.0,3,3,30.3,3.02,0,0,0.0,0.0,0,0,5,,6,0,0,101,69.7,37.5,25.3,70.2,0,2,6,0,40.0,0.0,33.3,2,1,0,0,0,2,33.3,0,0.0
Sean Atkins,101127,WR,USF,5,100.0,3,3,26.7,3.95,0,1,25.0,100.0,3,0,2,0.0,4,0,4,327,70.7,78.0,93.2,70.7,0,0,5,2,0.0,158.3,0.0,0,1,0,0,1,0,0.0,128,42.7
Malachi Nelson,174203,QB,USC,1,66.7,3,3,5.3,1.9,0,0,0.0,33.3,1,0,0,50.0,3,1,0,326,62.7,60.5,60.3,,0,0,3,0,,42.4,0.0,0,0,0,0,0,0,0.0,0,0.0
Gavin Kuld,176573,QB,COLORADO,1,33.3,3,3,4.3,3.32,0,0,0.0,33.3,1,1,2,0.0,5,0,1,143,17.5,24.9,28.3,35.0,0,1,6,1,50.0,20.8,20.0,1,1,0,0,0,1,16.7,22,7.3
Jaelen Gill,82535,WR,FRESNO ST,3,66.7,3,3,22.7,2.9,0,1,33.3,66.7,2,0,1,0.0,3,0,2,169,78.8,74.7,86.7,62.0,0,0,3,0,0.0,149.3,0.0,0,0,0,0,2,0,0.0,51,17.0
Trey Lowe,77669,QB,LIBERTY,1,33.3,3,3,7.7,3.53,0,0,0.0,0.0,0,0,2,100.0,3,1,0,206,69.7,50.3,45.1,59.7,0,0,3,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Devaughn Vele,100637,WR,UTAH,3,50.0,2,3,14.5,4.1,0,0,0.0,33.3,1,0,2,0.0,3,0,1,328,73.4,66.8,61.5,,0,0,3,2,0.0,42.4,0.0,0,0,0,1,0,0,0.0,6,2.0
Zak Burnett,139061,QB,LIBERTY,1,33.3,3,3,6.0,2.83,0,0,0.0,0.0,0,0,2,100.0,4,1,0,206,66.6,44.9,43.3,57.9,0,0,4,0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Tory Horton,128232,WR,COLO STATE,4,66.7,3,3,26.0,3.57,0,1,25.0,66.7,2,1,1,0.0,3,0,2,144,68.0,87.9,90.1,,0,1,4,3,0.0,109.7,0.0,0,0,0,0,1,0,0.0,72,24.0
Micah Leon,60486,QB,FLORIDA,1,66.7,3,3,3.0,1.73,0,0,0.0,66.7,2,0,0,0.0,3,0,1,163,62.7,51.7,51.0,,0,0,3,0,,79.9,0.0,0,0,0,0,0,0,0.0,16,5.3
Marcel Reed,175940,QB,TEXAS A&M,2,33.3,3,3,12.3,3.68,0,0,0.0,33.3,1,0,2,0.0,5,0,2,312,65.5,49.2,47.0,58.1,0,0,5,0,0.0,87.5,0.0,0,2,0,0,1,1,20.0,13,4.3
Kenny Minchey,171091,QB,NOTRE DAME,1,100.0,2,2,-1.0,2.5,0,0,0.0,100.0,2,0,2,0.0,2,0,0,258,66.2,64.3,62.7,60.1,0,0,2,0,0.0,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0
Joseph Manjack IV,146413,WR,HOUSTON,3,100.0,2,2,11.0,4.47,0,1,50.0,50.0,1,0,2,50.0,3,1,1,182,74.7,75.0,84.8,57.5,0,0,3,1,50.0,135.4,33.3,1,0,0,0,1,0,0.0,28,14.0
Ajani Sheppard,170317,QB,RUTGERS,1,100.0,2,2,9.0,3.73,0,0,0.0,100.0,2,0,1,0.0,3,0,3,278,63.3,79.7,74.1,64.1,0,0,4,0,0.0,114.6,0.0,0,1,0,0,0,0,0.0,23,11.5
Raheim Jeter,169901,QB,E CAROLINA,1,50.0,2,2,3.5,2.1,0,0,0.0,50.0,1,0,0,0.0,2,0,0,156,67.6,56.7,62.9,55.8,0,0,2,0,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5
Pierce Clarkson,174699,QB,LOUISVILLE,1,100.0,1,2,7.0,2.4,1,0,0.0,50.0,1,0,1,0.0,3,0,0,210,62.7,52.8,57.9,57.0,0,0,3,0,0.0,58.3,0.0,0,1,0,0,0,0,0.0,7,3.5
Brett Griffis,157527,QB,JAMES MAD,1,100.0,2,2,2.0,2.35,0,0,0.0,100.0,2,0,0,0.0,2,0,1,197,66.4,49.7,53.3,55.6,0,0,3,0,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0
LeQuint Allen,158290,HB,SYRACUSE,2,100.0,1,2,-4.0,2.7,0,0,0.0,50.0,1,2,1,0.0,3,0,0,304,87.4,79.9,35.1,85.7,0,0,4,2,0.0,56.3,0.0,0,1,0,1,0,1,25.0,-5,-2.5
Parker Kingston,163251,WR,BYU,2,100.0,2,2,25.5,3.25,0,0,0.0,100.0,2,0,0,0.0,2,0,2,128,29.6,61.8,89.3,42.8,0,0,2,0,,158.3,0.0,0,0,0,0,2,0,0.0,63,31.5
Kyre Duplessis,147082,WR,COAST CAR,2,50.0,2,2,15.5,2.9,0,0,0.0,50.0,1,0,1,0.0,2,0,0,141,70.0,65.9,59.3,57.1,0,0,2,1,0.0,56.3,0.0,0,0,0,0,0,0,0.0,-7,-3.5
Billy Atkins,148354,QB,JAMES MAD,1,50.0,2,2,3.5,2.73,0,0,0.0,50.0,1,0,1,0.0,3,0,1,197,69.7,68.4,63.2,69.2,0,0,3,1,100.0,64.6,33.3,1,0,0,0,0,0,0.0,10,5.0
Tobin O'Dell,158800,QB,S DIEGO ST,3,50.0,2,2,26.0,4.95,0,0,0.0,50.0,1,0,4,0.0,4,0,0,284,66.6,60.6,57.3,63.7,0,1,4,0,25.0,16.7,25.0,1,1,0,0,0,0,0.0,0,0.0
Andrew Schorfhaar,129633,QB,MICH STATE,2,100.0,2,2,-3.0,1.83,0,0,0.0,100.0,2,0,1,0.0,3,0,0,223,62.7,53.5,52.5,,0,0,3,0,100.0,79.2,33.3,1,0,0,0,0,0,0.0,-3,-1.5
Caden Veltkamp,156642,QB,W KENTUCKY,1,50.0,2,2,10.5,2.6,0,0,0.0,50.0,1,0,1,0.0,3,0,0,346,15.8,52.7,61.2,53.7,0,0,3,0,0.0,56.3,0.0,0,1,0,0,0,1,33.3,4,2.0
Chuck Montgomery,145265,WR,MARSHALL,2,50.0,2,2,26.0,3.05,0,0,0.0,50.0,1,1,0,0.0,2,0,1,214,70.0,60.0,62.3,,0,0,2,1,,135.4,0.0,0,0,0,0,1,0,0.0,75,37.5
Alante Brown,97171,WR,MICH STATE,2,100.0,1,2,32.0,3.63,0,1,50.0,50.0,1,1,3,0.0,3,0,2,223,17.5,51.0,81.2,66.5,0,0,3,3,33.3,95.8,33.3,1,0,0,1,0,0,0.0,42,21.0
Jackson Brousseau,173480,QB,COLO STATE,1,50.0,2,2,8.0,2.5,0,0,0.0,50.0,1,0,0,0.0,2,0,1,144,61.8,71.8,71.2,,0,0,2,0,,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0
Xavier Worthy,144718,WR,TEXAS,4,50.0,2,2,26.5,4.27,0,0,0.0,50.0,1,0,1,0.0,3,0,1,311,57.0,70.1,53.1,39.6,0,0,4,1,0.0,95.8,0.0,0,1,0,0,0,1,25.0,35,17.5
Bronson Barron,141710,QB,W KENTUCKY,1,50.0,2,2,3.5,1.97,0,0,0.0,50.0,1,0,1,0.0,3,0,0,346,62.7,22.1,22.0,,0,1,3,0,100.0,16.7,33.3,1,0,0,0,0,1,33.3,-3,-1.5
Colten Gauthier,146908,QB,S CAROLINA,1,50.0,2,2,9.0,4.2,0,0,0.0,50.0,1,0,1,0.0,2,0,1,289,61.8,65.7,65.1,,0,0,2,0,0.0,75.0,0.0,0,0,0,0,0,0,0.0,15,7.5
Dylan Lonergan,172386,QB,ALABAMA,1,100.0,2,2,4.5,1.95,0,0,0.0,100.0,2,0,0,0.0,2,0,0,103,67.6,68.1,61.7,64.3,0,0,2,0,,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0
Rickie Collins,172474,QB,LSU,1,100.0,2,2,-2.5,1.7,0,0,0.0,100.0,2,0,0,0.0,2,0,0,211,67.6,68.8,62.7,64.3,0,0,2,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5
Kevin Concepcion,170362,WR,NC STATE,2,50.0,2,2,27.5,3.0,0,0,0.0,50.0,1,0,1,0.0,2,0,1,248,64.8,78.4,69.7,75.3,0,0,2,1,0.0,118.8,0.0,0,0,0,0,1,0,0.0,17,8.5
Kai Kroeger,124245,P,S CAROLINA,5,50.0,2,2,25.5,2.1,0,0,0.0,50.0,1,0,0,0.0,2,0,1,289,65.7,51.8,54.0,58.8,0,0,6,0,,95.8,0.0,0,0,0,0,0,1,16.7,32,16.0
OJ Arnold,158336,HB,GA SOUTHRN,2,50.0,2,2,29.0,3.3,0,0,0.0,50.0,1,0,0,0.0,2,0,1,174,67.6,72.4,66.1,77.2,0,0,2,0,,135.4,0.0,0,0,0,0,1,0,0.0,26,13.0
Luke McCaffrey,101634,WR,RICE,3,0.0,1,2,9.0,4.33,1,0,0.0,0.0,0,0,1,,3,0,0,275,77.4,81.4,43.4,66.9,0,0,3,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Luke MacPhail,123046,QB,SYRACUSE,1,0.0,1,1,10.0,1.6,0,0,0.0,0.0,0,0,0,,1,0,0,304,65.9,31.3,26.8,64.7,0,1,1,0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Garrett Mmahat,158421,QB,TULANE,1,0.0,1,1,31.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,319,60.3,49.7,49.9,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brennan Presley,122982,WR,OKLA STATE,1,100.0,1,1,-2.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,0,262,73.9,69.9,60.4,66.7,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Jefferson Boaz,122822,QB,N CAROLINA,1,100.0,1,1,-6.0,1.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,245,60.3,61.7,61.0,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Avery Boyd,122469,WR,GA TECH,1,0.0,1,1,2.0,2.3,0,0,0.0,0.0,0,0,1,,1,0,0,176,66.9,56.7,54.4,,0,0,1,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Drake Dabney,122264,TE,BAYLOR,1,0.0,1,1,4.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,0,118,72.1,63.4,55.3,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Camryn Edwards,158615,HB,UCONN,1,100.0,1,1,21.0,2.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,146,89.2,78.7,58.9,79.7,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0
Navy Shuler,122254,QB,TENNESSEE,1,100.0,1,1,-1.0,1.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,307,65.9,68.6,60.4,64.0,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0
Ryan Rehkow,122074,P,BYU,1,100.0,1,1,6.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,128,63.7,54.4,53.7,59.3,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,36,36.0
Tetairoa McMillan,158735,WR,ARIZONA,2,100.0,1,1,29.0,5.65,0,0,0.0,100.0,1,0,1,0.0,2,0,1,109,57.9,85.3,76.6,57.0,0,0,2,1,0.0,158.3,0.0,0,1,0,0,1,0,0.0,21,21.0
Martin Blake,158778,HB,S DIEGO ST,3,100.0,1,1,26.0,3.73,0,0,0.0,100.0,1,0,1,0.0,3,0,1,284,51.5,69.1,87.4,77.9,0,0,3,0,100.0,118.8,33.3,1,0,0,0,0,0,0.0,32,32.0
Zechariah Ramirez,158803,K,S DIEGO ST,1,100.0,1,1,-6.0,1.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,284,60.3,61.1,60.6,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0
Jaylin Lane,121811,WR,VA TECH,1,0.0,1,1,24.0,4.3,0,0,0.0,0.0,0,0,1,,1,0,0,337,79.2,77.1,50.4,66.9,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Eli Heidenreich,162554,TE,NAVY,2,0.0,1,1,33.0,4.15,0,0,0.0,0.0,0,0,1,,2,0,1,237,51.3,82.7,50.1,83.5,0,0,2,0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Tyson Riley,121605,FB,ARMY,1,0.0,1,1,26.0,3.9,0,0,0.0,0.0,0,0,0,,1,0,0,114,29.9,66.0,50.4,71.4,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Quinton Jackson,163001,HB,RICE,1,100.0,1,1,-3.0,2.4,0,0,0.0,100.0,1,0,1,0.0,1,0,0,275,76.2,61.2,60.6,56.0,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0
Brett Buckman,105723,WR,UCONN,1,,0,1,,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,146,82.0,62.1,60.0,59.7,0,0,1,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Dewayne Coleman,163179,QB,ARMY,1,100.0,1,1,9.0,4.47,0,0,0.0,100.0,1,0,2,0.0,3,0,0,114,66.4,44.3,51.7,52.6,0,0,3,0,50.0,79.2,33.3,1,1,0,0,0,0,0.0,-16,-16.0
Ross James,163296,P,OREGON,2,0.0,1,1,17.0,4.8,0,0,0.0,0.0,0,0,1,,1,0,0,264,9.2,31.1,29.4,,0,1,2,0,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Trey Potts,101647,HB,PENN STATE,1,100.0,1,1,16.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,266,77.8,67.7,72.6,73.5,0,0,1,0,,152.1,0.0,0,0,0,0,1,0,0.0,11,11.0
Jalen Royals,163442,WR,UTAH ST,2,0.0,1,1,1.0,4.7,0,0,0.0,0.0,0,0,0,,1,0,0,329,75.3,79.0,57.7,64.4,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ahmarian Granger,163529,WR,DOMINION,2,100.0,1,1,3.0,6.5,0,0,0.0,100.0,1,1,0,0.0,2,0,2,263,69.7,62.9,61.0,64.3,0,0,2,3,,158.3,0.0,0,1,0,0,1,0,0.0,30,30.0
Cole Kramer,101627,QB,MINNESOTA,1,0.0,1,1,34.0,3.75,0,0,0.0,0.0,0,0,2,,2,0,0,225,64.4,31.1,37.0,53.6,0,1,2,0,0.0,0.0,0.0,0,1,0,0,0,1,50.0,0,0.0
Dillon Bell,163734,WR,GEORGIA,1,100.0,1,1,22.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,173,56.3,73.6,76.2,82.0,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,18,18.0
Ryan O'Keefe,101139,WR,BOSTON COL,1,,0,1,,3.6,1,0,0.0,0.0,0,0,0,,1,0,0,121,42.1,68.7,60.0,69.8,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Savion Red,163857,HB,TEXAS,1,100.0,1,1,10.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,311,31.5,74.9,75.4,70.0,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0
Ryan Montgomery,101063,HB,CINCINNATI,1,100.0,1,1,13.0,2.5,0,0,0.0,100.0,1,0,1,0.0,1,0,1,138,65.2,75.8,73.1,76.5,0,0,1,0,0.0,135.4,0.0,0,0,0,0,1,0,0.0,7,7.0
Kaytron Allen,164158,HB,PENN STATE,1,100.0,1,1,-1.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,266,71.8,84.7,60.6,90.5,0,0,1,0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Jacob Cowing,100894,WR,ARIZONA,1,100.0,1,1,-8.0,3.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,109,54.2,72.7,61.0,61.3,0,0,1,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0
Eric Singleton Jr.,170078,WR,GA TECH,1,100.0,1,1,5.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,176,73.9,73.0,60.6,63.4,0,0,1,2,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
RJ Harvey,99622,HB,UCF,3,0.0,1,1,1.0,4.3,0,0,0.0,0.0,0,0,2,,3,0,0,323,77.8,88.4,40.1,91.1,0,0,4,2,50.0,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Treshaun Ward,99619,HB,KANSAS ST,1,100.0,1,1,-8.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,199,89.2,77.6,60.4,81.2,0,0,1,2,,139.6,0.0,0,0,0,0,1,0,0.0,8,8.0
Nay'Quan Wright,98803,HB,USF,1,0.0,1,1,4.0,2.7,0,0,0.0,0.0,0,0,0,,1,0,0,327,82.0,74.5,52.7,79.1,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Nick Nash,98679,WR,S JOSE ST,2,0.0,1,1,4.0,4.9,0,0,0.0,0.0,0,0,2,,2,0,0,285,46.2,69.2,57.7,57.3,0,0,2,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Porter Wilson,98463,P,DUKE,1,100.0,1,1,-3.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,154,60.3,60.6,60.6,,0,0,1,0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Oscar Cardenas,98291,TE,UTSA,1,0.0,1,1,11.0,2.9,0,0,0.0,0.0,0,1,0,,1,0,0,331,36.5,54.9,27.4,62.2,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Kyle Maxwell,98110,WR,LA TECH,1,100.0,1,1,36.0,3.6,0,0,0.0,100.0,1,0,1,0.0,1,0,1,208,70.3,62.8,77.1,,0,0,1,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,35,35.0
Joshua Cephus,98095,WR,UTSA,2,0.0,1,1,9.0,3.95,0,0,0.0,0.0,0,0,1,,2,0,0,331,77.4,86.0,30.4,,0,1,2,0,100.0,0.0,50.0,1,0,0,0,0,1,50.0,0,0.0
Dalvin Smith,98019,WR,W KENTUCKY,1,100.0,1,1,33.0,3.0,0,0,0.0,100.0,1,1,0,0.0,1,0,1,346,73.4,63.5,75.7,69.4,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,32,32.0
