player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Terrell McDonald,97922,TE,UAB,1,100.0,1,1,25.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,321,66.9,66.9,76.2,,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,55,55.0
Javion Posey,97606,WR,FAU,1,100.0,1,1,32.0,3.4,0,1,100.0,100.0,1,0,1,0.0,1,0,1,165,64.7,81.1,87.4,,0,0,1,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,33,33.0
Logan Lupo,97582,K,FAU,1,100.0,1,1,-6.0,1.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0,165,60.3,60.6,60.6,,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Grant Tisdale,97419,QB,TCU,1,100.0,1,1,0.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,305,63.7,60.6,61.0,59.7,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Broc Lowry,173383,QB,INDIANA,1,100.0,1,1,4.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,190,60.3,60.7,60.6,,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Khaleb Hood,97159,WR,GA SOUTHRN,1,,0,1,,3.8,0,0,0.0,0.0,0,0,1,,1,0,0,174,85.0,74.8,60.0,57.9,0,0,1,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Isaiah Williams,97156,WR,ILLINOIS,1,100.0,1,1,16.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,187,72.2,79.9,74.3,65.3,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,14,14.0
Malik Washington,97108,WR,VIRGINIA,1,0.0,1,1,12.0,4.3,0,0,0.0,0.0,0,0,1,,1,0,0,335,79.3,91.1,55.3,54.0,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jermaine Brown Jr.,97084,HB,UAB,2,0.0,1,1,23.0,3.75,0,0,0.0,0.0,0,0,2,,2,0,0,321,82.5,82.9,35.0,87.2,0,0,2,1,50.0,39.6,50.0,1,0,0,0,0,1,50.0,0,0.0
Chase Penry,86538,WR,BOISE ST,1,100.0,1,1,14.0,1.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,120,73.6,67.4,73.1,57.6,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Jeshaun Jones,84283,WR,MARYLAND,1,100.0,1,1,4.0,2.3,0,0,0.0,100.0,1,0,1,0.0,1,0,1,215,80.1,74.9,66.4,,0,0,1,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0
Samson Evans,84228,HB,E MICHIGAN,1,100.0,1,1,22.0,2.8,0,1,100.0,100.0,1,0,0,0.0,1,0,1,160,69.1,76.4,87.7,76.7,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,28,28.0
Tiger Bachmeier,174177,WR,STANFORD,1,100.0,1,1,6.0,2.0,0,0,0.0,0.0,0,0,0,100.0,1,1,0,300,73.4,60.1,53.7,67.6,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Deshaun Fenwick,83759,HB,OREGON ST,1,0.0,1,1,17.0,2.8,0,0,0.0,0.0,0,0,1,,1,0,0,265,57.1,74.8,56.6,77.3,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
TJ McMahon,83521,QB,MARSHALL,1,100.0,1,1,-2.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,214,60.3,60.6,60.4,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Thomas Leo,82634,P,LA LAFAYET,1,100.0,1,1,-3.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,207,60.3,60.6,60.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
William Watson III,174771,QB,VA TECH,1,,0,1,,2.9,0,0,0.0,0.0,0,0,0,,1,0,0,337,17.6,68.2,60.0,65.8,0,0,1,1,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
LJ Martin,175035,HB,BYU,1,100.0,1,1,-3.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0,128,87.8,69.6,60.6,75.4,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Ryan Bujcevski,77594,P,SMU,1,0.0,1,1,6.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,287,60.3,36.0,54.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dalen Morris,60474,QB,HAWAII,1,100.0,1,1,9.0,4.0,0,0,0.0,100.0,1,0,1,0.0,1,0,1,180,75.7,87.3,71.5,75.5,0,0,1,0,0.0,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Israel Carter,175310,QB,USF,1,,0,1,,3.7,0,0,0.0,0.0,0,0,1,,1,0,0,327,64.8,53.6,60.0,57.5,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Ryan Hilinski,71295,QB,NWESTERN,1,100.0,1,1,-4.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,256,63.7,60.4,61.0,59.3,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,85,85.0
Blake Boda,175800,QB,COAST CAR,1,100.0,1,1,8.0,1.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,141,64.4,64.9,69.4,57.8,0,0,2,0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Giles Pooler,146019,QB,COLO STATE,1,100.0,1,1,9.0,3.9,0,0,0.0,100.0,1,0,1,0.0,1,0,1,144,60.3,78.9,71.5,,0,0,1,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,24,24.0
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,1,0.0,1,1,17.0,2.9,0,0,0.0,0.0,0,0,0,,1,0,0,347,80.6,65.2,34.4,69.8,0,1,1,0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Traylon Ray,176206,WR,W VIRGINIA,1,100.0,1,1,14.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,343,69.5,60.6,72.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0
Miles Cross,145887,WR,OHIO,1,100.0,1,1,5.0,3.7,0,0,0.0,100.0,1,0,1,0.0,1,0,0,259,73.6,70.4,60.4,,0,0,1,0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Nick Haberer,146532,P,WASH STATE,1,100.0,1,1,-1.0,1.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,341,60.3,71.8,74.3,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Bryce Damous,145450,TE,UAB,1,100.0,1,1,-8.0,0.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,321,70.9,51.8,60.6,,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Tadd Barr,145662,WR,BUFFALO,1,100.0,1,1,10.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,126,63.7,68.1,75.4,59.3,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,27,27.0
Jarquez Hunter,146662,HB,AUBURN,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,115,80.1,78.1,61.0,82.8,0,0,1,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Fred Farrier II,145441,WR,UAB,1,100.0,1,1,25.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,321,71.6,54.4,58.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0
Jakarius Caston,145419,WR,SO MISS,1,100.0,1,1,33.0,3.2,0,0,0.0,0.0,0,0,0,100.0,1,1,0,296,74.7,68.7,75.9,70.9,0,0,1,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chris Lewis,146744,WR,TROY,2,100.0,1,1,28.0,2.85,0,0,0.0,100.0,1,0,0,0.0,2,0,1,318,71.9,77.8,76.2,57.3,0,0,2,0,,158.3,0.0,0,1,0,0,1,0,0.0,30,30.0
Chandler Pittman,145418,HB,SO MISS,1,100.0,1,1,35.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,296,74.2,58.9,75.7,58.2,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,38,38.0
Shawqi Itraish,145393,QB,RICE,1,,0,1,,0.0,0,0,0.0,0.0,0,0,0,,1,0,0,275,65.9,59.2,60.0,60.1,0,0,1,0,,39.6,0.0,0,0,1,0,0,0,0.0,0,0.0
Marshall Nichols,146864,P,UNLV,1,100.0,1,1,11.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,325,60.3,62.2,63.0,,0,0,1,0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Bucky Irving,144970,HB,OREGON,1,100.0,1,1,-5.0,2.4,0,0,0.0,0.0,0,0,0,100.0,1,1,0,264,82.8,87.1,60.4,91.1,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Wyatt Begeal,147043,WR,ARK STATE,1,100.0,1,1,-5.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,113,60.3,61.9,60.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0
Donovan Edwards,144917,HB,MICHIGAN,1,100.0,1,1,25.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,222,87.7,70.3,76.2,66.9,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,34,34.0
Donaven McCulley,144829,WR,INDIANA,2,100.0,1,1,39.0,4.4,0,1,100.0,100.0,1,0,1,0.0,2,0,1,190,74.4,76.5,84.8,55.5,0,0,2,0,100.0,158.3,50.0,1,0,0,0,1,0,0.0,44,44.0
Simeon Evans,147304,WR,SM HOUSTON,1,100.0,1,1,23.0,3.3,0,0,0.0,100.0,1,0,1,0.0,1,0,1,281,71.1,77.3,76.6,63.3,0,0,1,0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
Markel Johnson,147308,HB,ARMY,1,100.0,1,1,24.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,114,76.8,69.5,76.2,63.9,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,55,55.0
Pryce Yates,147408,ED,UCONN,1,100.0,1,1,-5.0,1.0,0,0,0.0,100.0,1,1,0,0.0,1,0,0,146,60.3,60.5,60.6,,0,0,1,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Nate Hampton,147548,QB,LIBERTY,1,0.0,1,1,28.0,3.1,0,0,0.0,0.0,0,0,1,,1,0,0,206,13.4,28.5,52.5,45.1,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Alexander Honig,144681,TE,UCONN,1,0.0,1,1,15.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,146,60.3,44.5,54.8,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
JP Richardson,144650,WR,TCU,1,0.0,1,1,22.0,4.9,0,0,0.0,0.0,0,0,0,,1,0,0,305,79.2,72.4,24.4,62.2,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Mario Williams,144620,WR,USC,2,100.0,1,1,-8.0,5.75,0,0,0.0,100.0,1,0,0,0.0,2,0,1,326,36.5,66.6,60.4,57.0,0,0,2,1,,118.8,0.0,0,1,0,0,0,0,0.0,15,15.0
Jared Rayman,151066,QB,VIRGINIA,1,0.0,1,1,17.0,3.3,0,0,0.0,0.0,0,0,2,,3,0,0,335,64.8,50.3,44.3,61.3,0,0,3,0,50.0,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Jake Rubley,144589,QB,KANSAS ST,1,100.0,1,1,4.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,199,60.3,62.1,60.6,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Tyrone Howell,144588,WR,LA MONROE,1,0.0,1,1,22.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,209,77.1,72.7,58.4,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Devin Neal,144558,HB,KANSAS,1,0.0,1,1,11.0,2.3,0,0,0.0,0.0,0,0,0,,1,0,0,198,83.6,85.0,56.6,88.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Isaiah Hankins,144532,K,BAYLOR,1,100.0,1,1,17.0,1.9,0,0,0.0,0.0,0,0,0,100.0,1,1,0,118,60.3,85.4,75.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jimmy Horn Jr.,144483,WR,COLORADO,1,100.0,1,1,28.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,143,79.0,58.4,76.2,60.5,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,30,30.0
Justin Lynch,144392,HB,N ILLINOIS,1,100.0,1,1,-4.0,1.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,254,73.4,79.6,60.6,76.9,0,0,1,0,,135.4,0.0,0,0,0,0,1,0,0.0,7,7.0
Grady Brosterhous,156379,QB,VIRGINIA,1,100.0,1,1,4.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,335,68.7,89.0,60.6,78.1,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0
Will Pauling,144234,WR,WISCONSIN,2,100.0,1,1,11.0,6.25,0,0,0.0,100.0,1,1,2,0.0,2,0,2,349,75.0,75.4,85.0,64.3,0,0,3,1,0.0,118.8,0.0,0,1,0,0,0,0,0.0,19,19.0
Phil Mafah,144123,HB,CLEMSON,1,100.0,1,1,-3.0,2.6,0,0,0.0,0.0,0,0,1,100.0,1,1,0,140,63.2,80.2,60.4,85.2,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brady Allen,156493,QB,LOUISVILLE,1,100.0,1,1,7.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,210,60.3,61.5,60.9,,0,0,1,0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
D'Wanye Winfield,176367,QB,LA LAFAYET,1,,0,1,,5.1,0,0,0.0,0.0,0,0,1,,1,0,0,207,68.7,84.1,60.0,80.9,0,0,1,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Malachi Thomas,144107,HB,VA TECH,1,100.0,1,1,17.0,2.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,337,85.5,68.4,72.6,75.4,0,0,1,2,,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0
Kyle Lowe,156595,QB,MIDDLE TN,1,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,224,67.5,67.0,60.4,63.2,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0
Caleb Hood,143964,HB,N CAROLINA,1,,0,1,,3.4,0,0,0.0,0.0,0,0,1,,1,0,0,245,75.8,64.9,60.0,64.4,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jake Walrath,136922,P,C MICHIGAN,1,100.0,1,1,-8.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,134,60.3,60.6,60.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,49,49.0
Jalen McMillan,131905,WR,WASHINGTON,1,100.0,1,1,9.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,340,44.4,65.6,71.7,62.9,0,0,1,2,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Ben Gulbranson,131734,QB,OREGON ST,1,100.0,1,1,-1.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,265,65.9,62.9,60.4,60.1,0,0,1,0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0
Trayvon Rudolph,130577,WR,N ILLINOIS,3,100.0,1,1,-1.0,3.1,0,0,0.0,100.0,1,1,1,0.0,1,0,0,254,62.3,70.7,73.1,72.3,0,0,3,1,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
KeAndre Lambert-Smith,129789,WR,PENN STATE,2,0.0,1,1,31.0,3.2,0,0,0.0,0.0,0,0,1,,2,0,0,266,74.4,73.7,47.6,57.6,0,0,3,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Hunter Renner,129734,P,NWESTERN,1,100.0,1,1,5.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,256,63.7,61.8,60.6,60.0,0,0,1,0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Montorie Foster Jr.,129616,WR,MICH STATE,1,0.0,1,1,16.0,3.6,0,0,0.0,0.0,0,0,1,,1,0,0,223,44.5,70.3,72.6,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Deuce Spann,129427,WR,FLORIDA ST,1,100.0,1,1,15.0,8.6,0,0,0.0,100.0,1,0,1,0.0,1,0,1,167,71.6,68.5,74.3,59.1,0,0,1,0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Stephen Kotsanlee,128385,P,UTAH ST,1,100.0,1,1,-7.0,1.35,0,0,0.0,100.0,1,0,0,0.0,2,0,0,329,9.2,40.2,43.3,,0,0,2,0,,79.2,0.0,0,0,0,0,0,1,50.0,1,1.0
Charlie Pollock,128242,P,OLE MISS,1,0.0,1,1,5.0,3.5,0,0,0.0,0.0,0,0,1,,1,0,0,226,60.3,24.5,31.4,,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
James Ferguson-Reynolds,157204,P,BOISE ST,1,100.0,1,1,-1.0,1.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,120,60.3,71.8,74.3,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0
Dane Olson,128163,WR,COLO STATE,1,0.0,1,1,2.0,5.6,0,0,0.0,0.0,0,0,1,,1,0,0,144,62.4,54.6,60.6,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jordan Nabors,127151,HB,BAYLOR,3,100.0,1,1,-7.0,3.83,0,0,0.0,100.0,1,0,0,0.0,3,0,0,118,75.4,64.5,60.6,64.8,0,0,3,0,,79.2,0.0,0,2,0,0,0,0,0.0,-6,-6.0
Micah Davis,125264,WR,UTAH ST,1,100.0,1,1,-6.0,4.0,0,0,0.0,100.0,1,0,1,0.0,1,0,0,329,71.9,76.7,60.4,,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Cam'Ron McCoy,157481,QB,E MICHIGAN,1,0.0,1,1,5.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,0,160,65.9,28.0,34.2,57.5,0,1,1,0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Jaylin Noel,125155,WR,IOWA STATE,1,100.0,1,1,38.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,193,84.2,74.9,75.9,57.7,0,0,1,4,,118.8,0.0,0,0,0,0,0,0,0.0,42,42.0
Kahleil Jackson,124381,WR,FLORIDA,1,0.0,1,1,30.0,3.6,0,0,0.0,0.0,0,0,0,,1,0,0,163,70.5,57.0,37.0,,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Terrell Vaughn,157634,WR,UTAH ST,2,0.0,1,1,8.0,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,329,77.4,67.7,27.0,50.0,0,1,2,1,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Luke Bauer,124195,P,MISSOURI,1,100.0,1,1,25.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,229,9.1,59.4,78.3,60.0,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,39,39.0
Ollie Gordon II,157792,HB,OKLA STATE,1,0.0,1,1,24.0,5.1,0,0,0.0,0.0,0,1,1,,1,0,0,262,81.3,82.5,37.5,89.4,0,1,1,2,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Kobe Hudson,123989,WR,UCF,2,,0,1,,5.0,0,0,0.0,0.0,0,1,2,,2,0,0,323,73.5,69.1,47.8,,0,0,2,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Taji Hudson,123816,WR,JAMES MAD,1,100.0,1,1,10.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,197,67.3,50.2,74.3,,0,0,1,0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Brandon Engel,157926,TE,AIR FORCE,1,100.0,1,1,4.0,2.9,0,0,0.0,100.0,1,0,1,0.0,1,0,0,101,75.8,70.8,60.6,,0,0,1,3,0.0,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Braden Davis,158114,QB,SYRACUSE,2,100.0,1,1,-4.0,3.25,0,0,0.0,100.0,1,0,1,0.0,2,0,0,304,14.8,40.1,38.6,37.6,0,0,3,0,0.0,79.2,0.0,0,1,0,0,0,1,33.3,-6,-6.0
Jabre Barber,123689,WR,TROY,1,100.0,1,1,19.0,3.0,0,0,0.0,100.0,1,0,1,0.0,1,0,1,318,55.1,79.2,72.6,65.6,0,0,1,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,20,20.0
Jahmal Banks,123373,WR,WAKE,1,100.0,1,1,17.0,4.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,339,74.8,77.5,72.6,63.0,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Chuuky Hines,158174,WR,HAWAII,1,100.0,1,1,30.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,180,70.7,60.0,77.1,63.2,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,26,26.0
Holden Willis,123297,WR,MIDDLE TN,1,100.0,1,1,4.0,4.1,0,0,0.0,100.0,1,0,1,0.0,1,0,1,224,25.7,59.8,56.1,,0,0,1,0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
Kamdyn Benjamin,123241,WR,TULSA,1,100.0,1,1,7.0,4.0,0,0,0.0,100.0,1,0,1,0.0,1,0,0,320,83.1,80.5,60.9,63.2,0,0,1,0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Donovan Brown,158293,WR,SYRACUSE,1,100.0,1,1,-4.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0,304,75.9,60.6,60.4,,0,0,1,2,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Justin Ibieta,123220,QB,TULANE,1,100.0,1,1,-2.0,1.9,0,0,0.0,0.0,0,0,0,100.0,1,1,0,319,60.3,62.1,61.0,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dalen Cobb,158341,WR,GA SOUTHRN,2,0.0,1,1,-8.0,4.3,0,0,0.0,0.0,0,0,0,,2,0,0,174,49.7,70.6,57.7,70.3,0,0,2,1,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Germie Bernard,158374,WR,WASHINGTON,2,100.0,1,1,12.0,5.75,0,0,0.0,100.0,1,0,1,0.0,2,0,1,340,55.9,70.6,70.1,58.2,0,0,2,1,100.0,118.8,50.0,1,0,0,0,0,0,0.0,14,14.0
